time/total_timesteps,time/iterations,time/time_elapsed,time/fps,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,train/learning_rate,train/value_loss,train/clip_fraction,train/explained_variance,train/clip_range,train/n_updates,train/loss,rollout/ep_rew_mean,rollout/ep_len_mean
2361344,1153,2482,951,-3.56889321655035,0.022670131,-0.02536445835721679,0.00019101760000000002,0.09382043324876577,0.2752685546875,0.9843516945838928,0.15,4608,-0.03887108713388443,53.92,729.26
2363392,1154,2484,951,-3.4388063102960587,0.018455219,-0.023188060557004064,0.00019096640000000002,0.10246714646928012,0.222412109375,0.9692107439041138,0.15,4612,-0.038252051919698715,53.91,728.94
2365440,1155,2487,951,-3.4104976803064346,0.014947492,-0.025115065596764907,0.0001909152,0.055298212449997663,0.2222900390625,0.974521815776825,0.15,4616,-0.04990444332361221,53.66,726.8
2367488,1156,2489,951,-3.4154741391539574,0.016639318,-0.021807197044836357,0.000190864,0.09907387616112828,0.2369384765625,0.9717079401016235,0.15,4620,-0.03602070361375809,53.81,728.34
2369536,1157,2491,951,-3.4857292845845222,0.015661301,-0.025097930934862234,0.0001908128,0.10204109456390142,0.2332763671875,0.9747800827026367,0.15,4624,-0.03915463015437126,53.48,725.16
2371584,1158,2493,951,-3.439968541264534,0.016594479,-0.025866252210107632,0.0001907616,0.09535353654064238,0.235595703125,0.9855914115905762,0.15,4628,-0.03945292532444,53.65,728.21
2373632,1159,2495,951,-3.501402869820595,0.019287486,-0.028947496961336583,0.0001907104,0.08376000600401312,0.2342529296875,0.9832366704940796,0.15,4632,-0.05956745147705078,53.64,728.93
2375680,1160,2497,951,-3.6133541017770767,0.01581063,-0.024807631780277006,0.0001906592,0.080358314095065,0.1971435546875,0.9757700562477112,0.15,4636,-0.045390624552965164,53.49,727.53
2377728,1161,2499,951,-3.5620415583252907,0.01673207,-0.027498203606228344,0.00019060800000000002,0.07099778961855918,0.2322998046875,0.9772049188613892,0.15,4640,-0.06219165027141571,53.45,727.2
2379776,1162,2501,951,-3.5178294107317924,0.016210759,-0.025119703874224797,0.0001905568,0.07640429760795087,0.209716796875,0.9807881116867065,0.15,4644,-0.04628896713256836,53.06,723.45
2381824,1163,2504,951,-3.5212677493691444,0.018225757,-0.022917733745998703,0.0001905056,0.07572715997230262,0.216064453125,0.9880722165107727,0.15,4648,-0.05336034297943115,52.83,722.0
2383872,1164,2506,951,-3.6003810688853264,0.012767489,-0.023151112414780073,0.0001904544,0.07456125086173415,0.216796875,0.9884783625602722,0.15,4652,-0.05608123540878296,52.47,718.55
2385920,1165,2508,951,-3.507571429014206,0.0154038,-0.024619767733383924,0.0001904032,0.12331662699580193,0.2171630859375,0.9655998945236206,0.15,4656,-0.024898454546928406,52.48,718.49
2387968,1166,2510,951,-3.6406286880373955,0.016655322,-0.02479242131812498,0.000190352,0.0796910939970985,0.21435546875,0.9701576828956604,0.15,4660,-0.05164589732885361,52.34,717.38
2390016,1167,2512,951,-3.5343656316399574,0.018225979,-0.028070997912436724,0.0001903008,0.10831421543844044,0.22021484375,0.9563819169998169,0.15,4664,-0.03743896633386612,52.18,715.9
2392064,1168,2514,951,-3.4457500129938126,0.014911668,-0.02571750190691091,0.0001902496,0.08109640283510089,0.222900390625,0.9763669967651367,0.15,4668,-0.046229906380176544,52.04,715.46
2394112,1169,2517,951,-3.4357132986187935,0.015740087,-0.026608473213855177,0.00019019839999999998,0.08887282595969737,0.2357177734375,0.9852973818778992,0.15,4672,-0.053149983286857605,52.09,718.03
2396160,1170,2519,951,-3.6316470354795456,0.01697372,-0.025404579791938886,0.0001901472,0.09851665166206658,0.2305908203125,0.9845485687255859,0.15,4676,-0.06031034141778946,52.01,718.31
2398208,1171,2521,951,-3.606083206832409,0.017509285,-0.02903194460668601,0.000190096,0.07111472031101584,0.23828125,0.9850483536720276,0.15,4680,-0.06285198032855988,52.02,719.97
2400256,1172,2523,951,-3.50581531226635,0.019403296,-0.02527598457527347,0.00019004480000000003,0.07428946241270751,0.24365234375,0.9830154180526733,0.15,4684,-0.062227532267570496,51.77,717.03
2402304,1173,2525,951,-3.5121281445026398,0.013529388,-0.022723872651113197,0.0001899936,0.09445025376044214,0.1912841796875,0.9767664670944214,0.15,4688,-0.037581633776426315,51.88,719.25
2404352,1174,2528,951,-3.5077517181634903,0.0150206555,-0.028809850453399122,0.00018994240000000002,0.08039156324230134,0.218994140625,0.9851463437080383,0.15,4692,-0.048678457736968994,51.46,715.16
2406400,1175,2530,951,-3.516464188694954,0.018793661,-0.02651081551448442,0.00018989120000000002,0.07167537650093436,0.23095703125,0.986225962638855,0.15,4696,-0.05551177263259888,51.39,715.61
2408448,1176,2532,951,-3.5248214676976204,0.02011853,-0.02629390367656015,0.00018984,0.06817777105607092,0.2493896484375,0.987457811832428,0.15,4700,-0.05292283743619919,51.52,718.08
2410496,1177,2534,951,-3.5010177567601204,0.01294081,-0.02298071820405312,0.0001897888,0.1734208120033145,0.1884765625,0.9562026262283325,0.15,4704,0.0010055452585220337,51.31,715.99
2412544,1178,2536,951,-3.615395314991474,0.013599713,-0.02590866488753818,0.0001897376,0.07024927285965532,0.2073974609375,0.9825310707092285,0.15,4708,-0.05183228850364685,51.21,715.45
2414592,1179,2538,951,-3.5216139927506447,0.017392082,-0.02745035768748494,0.0001896864,0.06988839386031032,0.2225341796875,0.9842824339866638,0.15,4712,-0.048868291079998016,51.3,716.08
2416640,1180,2541,951,-3.5705043897032738,0.018862791,-0.02567232282308396,0.0001896352,0.09005701169371605,0.2510986328125,0.9768407344818115,0.15,4716,-0.05518238618969917,51.42,717.99
2418688,1181,2543,951,-3.487754188477993,0.014391972,-0.028679042821750045,0.00018958400000000002,0.08709584502503276,0.235595703125,0.9729520678520203,0.15,4720,-0.052580248564481735,51.8,722.19
2420736,1182,2545,951,-3.5874673202633858,0.015890766,-0.02485967692336999,0.00018953280000000002,0.08574978832621127,0.237548828125,0.9784970283508301,0.15,4724,-0.04872855544090271,51.86,723.08
2422784,1183,2547,951,-3.5298828035593033,0.016772378,-0.022885067097377032,0.0001894816,0.17145620053634048,0.266357421875,0.9559877514839172,0.15,4728,-0.01343218982219696,51.91,726.21
2424832,1184,2549,951,-3.6279806196689606,0.017510185,-0.030486285846563987,0.0001894304,0.06139758264180273,0.2470703125,0.989626944065094,0.15,4732,-0.07083400338888168,51.71,724.46
2426880,1185,2551,951,-3.560256764292717,0.01723303,-0.026990162194124423,0.0001893792,0.07454548950772732,0.2430419921875,0.9843428730964661,0.15,4736,-0.05373047664761543,51.62,723.9
2428928,1186,2553,951,-3.5125046372413635,0.016447932,-0.02530100969306659,0.000189328,0.12525559379719198,0.221435546875,0.9548380374908447,0.15,4740,-0.029841765761375427,51.66,725.09
2430976,1187,2556,951,-3.5742214769124985,0.01729204,-0.029882411647122353,0.0001892768,0.0668305583531037,0.2354736328125,0.9856796264648438,0.15,4744,-0.06768083572387695,51.59,725.82
2433024,1188,2558,951,-3.561258852481842,0.014749468,-0.02864541078452021,0.0001892256,0.07182275655213743,0.2523193359375,0.9835940599441528,0.15,4748,-0.04824739322066307,51.54,725.28
2435072,1189,2560,951,-3.5124682933092117,0.015838409,-0.028759456705302,0.0001891744,0.07600976247340441,0.2320556640625,0.9795015454292297,0.15,4752,-0.05284705013036728,51.67,729.16
2437120,1190,2562,951,-3.5243666917085648,0.01859817,-0.02676972548943013,0.00018912319999999999,0.08374334510881454,0.2305908203125,0.985382616519928,0.15,4756,-0.04414037615060806,51.97,734.21
2439168,1191,2564,951,-3.6172725036740303,0.016098978,-0.024158937681932002,0.00018907199999999998,0.08362640917766839,0.2109375,0.9906500577926636,0.15,4760,-0.054400209337472916,51.85,734.65
2441216,1192,2566,951,-3.560368984937668,0.016356587,-0.0284928229812067,0.0001890208,0.06435215997043997,0.246826171875,0.9826948046684265,0.15,4764,-0.061825528740882874,51.81,734.1
2443264,1193,2569,951,-3.56078190356493,0.017389577,-0.02683756683836691,0.00018896960000000003,0.10011416906490922,0.235107421875,0.9528203010559082,0.15,4768,-0.023013576865196228,51.99,736.1
2445312,1194,2571,950,-3.524006947875023,0.014778384,-0.028211823737365194,0.0001889184,0.07205369509756565,0.2249755859375,0.9844309687614441,0.15,4772,-0.05727607384324074,52.01,738.19
2447360,1195,2573,950,-3.579027883708477,0.016788576,-0.02734711644006893,0.00018886720000000002,0.05982160416897386,0.2396240234375,0.9909191727638245,0.15,4776,-0.05627776309847832,51.92,737.5
2449408,1196,2575,950,-3.4672253504395485,0.0139254425,-0.02325868111802265,0.000188816,0.08524587214924395,0.201416015625,0.9805362820625305,0.15,4780,-0.03773557394742966,51.73,735.44
2451456,1197,2577,950,-3.523579552769661,0.01717533,-0.024366807570913807,0.0001887648,0.09308528690598905,0.239013671875,0.9883414506912231,0.15,4784,-0.035522930324077606,51.89,737.63
2453504,1198,2579,950,-3.533008262515068,0.01666321,-0.025709508277941495,0.0001887136,0.062362119439058006,0.2177734375,0.9807738065719604,0.15,4788,-0.05167283117771149,51.9,738.37
2455552,1199,2582,951,-3.4765148386359215,0.013831707,-0.023073685413692147,0.0001886624,0.0813849555561319,0.1973876953125,0.9778553247451782,0.15,4792,-0.034486085176467896,51.94,739.1
2457600,1200,2584,950,-3.6051861718297005,0.017508369,-0.02625667690881528,0.0001886112,0.06451548519544303,0.237548828125,0.982626736164093,0.15,4796,-0.06232208013534546,52.03,739.94
2459648,1201,2586,950,-3.508227489888668,0.0152106695,-0.022120781781268306,0.00018856,0.0937268219422549,0.228515625,0.9798315167427063,0.15,4800,-0.0342191644012928,52.16,740.77
2461696,1202,2588,950,-3.3764905780553818,0.018380782,-0.028119490743847564,0.00018850880000000002,0.07300370640587062,0.2275390625,0.9842923283576965,0.15,4804,-0.06829897314310074,52.55,746.98
2463744,1203,2590,950,-3.7300847247242928,0.0146556385,-0.023011191296973266,0.00018845760000000002,0.10840415069833398,0.2215576171875,0.9872457385063171,0.15,4808,-0.0275016650557518,52.36,744.26
2465792,1204,2593,950,-3.5788662433624268,0.01728113,-0.02449836661980953,0.0001884064,0.13027585740201175,0.250244140625,0.966751754283905,0.15,4812,-0.0312744565308094,52.36,744.26
2467840,1205,2595,950,-3.5169907435774803,0.015923709,-0.02354503030073829,0.0001883552,0.11267926427535713,0.2471923828125,0.9514017701148987,0.15,4816,-0.01967914029955864,52.1,741.64
2469888,1206,2597,950,-3.609909698367119,0.015591353,-0.02886746686999686,0.000188304,0.05877151095774025,0.2384033203125,0.9848210215568542,0.15,4820,-0.06594441831111908,52.15,740.77
2471936,1207,2599,950,-3.6439303755760193,0.016970076,-0.024023383331950754,0.0001882528,0.11087963823229074,0.2506103515625,0.979823887348175,0.15,4824,-0.041818924248218536,51.87,736.25
2473984,1208,2601,950,-3.6252688989043236,0.016964909,-0.027992106915917248,0.0001882016,0.0893571802880615,0.237060546875,0.9881314635276794,0.15,4828,-0.054355643689632416,52.01,738.33
2476032,1209,2604,950,-3.643627241253853,0.014804747,-0.024358967290027067,0.0001881504,0.11662158160470426,0.2093505859375,0.9838855862617493,0.15,4832,-0.03150282800197601,51.99,738.44
2478080,1210,2606,950,-3.7420722395181656,0.01546463,-0.02295218501240015,0.0001880992,0.20754337427206337,0.2376708984375,0.927531898021698,0.15,4836,-0.021311458200216293,51.99,738.44
2480128,1211,2608,950,-3.740192659199238,0.016100088,-0.02315687749069184,0.00018804799999999999,0.20507948054000735,0.2109375,0.9190446138381958,0.15,4840,0.031284183263778687,51.99,737.28
2482176,1212,2610,950,-3.68746305257082,0.01707601,-0.026142116519622505,0.0001879968,0.08738214895129204,0.2325439453125,0.9765994548797607,0.15,4844,-0.05145405977964401,51.88,735.92
2484224,1213,2612,950,-3.53152659535408,0.016550846,-0.027848896614159457,0.0001879456,0.0845279156928882,0.2374267578125,0.9830533862113953,0.15,4848,-0.04685132950544357,51.96,737.58
2486272,1214,2614,950,-3.7280794605612755,0.013273262,-0.024550017929868773,0.00018789440000000003,0.19049529172480106,0.2186279296875,0.9743596315383911,0.15,4852,0.0033478140830993652,51.81,737.36
2488320,1215,2617,950,-3.5971697866916656,0.014120341,-0.027914748206967488,0.0001878432,0.07726505247410387,0.218017578125,0.9859915375709534,0.15,4856,-0.050294458866119385,51.88,738.82
2490368,1216,2619,950,-3.6368835121393204,0.014016725,-0.02632560976780951,0.00018779200000000002,0.12785491859540343,0.2464599609375,0.9554727673530579,0.15,4860,-0.01505422592163086,51.75,737.65
2492416,1217,2621,950,-3.589277669787407,0.01759194,-0.026788519084220752,0.0001877408,0.10569974896498024,0.24267578125,0.9702591300010681,0.15,4864,-0.028980497270822525,51.63,736.44
2494464,1218,2624,950,-3.4995386973023415,0.018160656,-0.030672127584693953,0.0001876896,0.08724992023780942,0.25927734375,0.9814027547836304,0.15,4868,-0.05757143348455429,51.52,735.27
2496512,1219,2626,950,-3.700904920697212,0.016385082,-0.030738586792722344,0.00018763839999999998,0.0630665203789249,0.2244873046875,0.99073725938797,0.15,4872,-0.06441090255975723,51.51,735.24
2498560,1220,2628,950,-3.649827316403389,0.014726234,-0.02853256020171102,0.0001875872,0.0726640101056546,0.21435546875,0.9874341487884521,0.15,4876,-0.055830590426921844,51.73,737.54
2500608,1221,2630,950,-3.5418813824653625,0.01692938,-0.030022814695257694,0.000187536,0.07356644922401756,0.23974609375,0.984526515007019,0.15,4880,-0.06182354688644409,51.87,738.84
2502656,1222,2632,950,-3.6352284625172615,0.01712063,-0.029460429184837267,0.0001874848,0.06087843666318804,0.231689453125,0.9861583113670349,0.15,4884,-0.05950036272406578,51.9,738.66
2504704,1223,2634,950,-3.630395293235779,0.014714908,-0.02364659614977427,0.00018743360000000002,0.08004382543731481,0.21435546875,0.9747382402420044,0.15,4888,-0.049979276955127716,51.94,737.63
2506752,1224,2637,950,-3.632333777844906,0.012875696,-0.021209554804954678,0.00018738240000000002,0.1298997832927853,0.2213134765625,0.9744941592216492,0.15,4892,-0.03800785914063454,52.0,736.73
2508800,1225,2639,950,-3.5400323420763016,0.01597121,-0.02686668687965721,0.0001873312,0.08215703919995576,0.225341796875,0.9874049425125122,0.15,4896,-0.04317808896303177,51.63,731.26
2510848,1226,2641,950,-3.51328045129776,0.0147464285,-0.02409925704705529,0.00018728,0.08061065466608852,0.2203369140625,0.9855043888092041,0.15,4900,-0.03906570002436638,51.65,729.46
