time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/n_updates,train/value_loss,train/explained_variance,train/policy_gradient_loss,train/clip_range,train/learning_rate,train/loss,train/approx_kl,train/entropy_loss,train/clip_fraction,rollout/ep_len_mean,rollout/ep_rew_mean
30720,621,49,15,56,0.1520122610963881,0.4802885055541992,-0.007520293627749197,0.15,0.0002485664,-0.008939534425735474,0.004297534,-5.513263612985611,0.0556640625,769.1515151515151,16.305037727272726
32768,615,53,16,60,0.14055675663985312,0.6947939395904541,-0.007827138324500993,0.15,0.000248464,-0.029905613511800766,0.00566445,-5.5042788833379745,0.0694580078125,762.5294117647059,16.25072770588235
34816,615,56,17,64,0.1360685033723712,0.7148618698120117,-0.010049982782220468,0.15,0.0002483616,-0.03700007498264313,0.006320675,-5.497860610485077,0.090087890625,743.8717948717949,16.017127230769226
36864,615,59,18,68,0.12839160137809813,0.7199766039848328,-0.009333409368991852,0.15,0.00024825920000000004,-0.0434991717338562,0.0059260246,-5.480495885014534,0.094482421875,745.5348837209302,16.50992127906977
38912,613,63,19,72,0.1325994764920324,0.8259358406066895,-0.0112349986738991,0.15,0.00024815680000000003,-0.02856658399105072,0.005905779,-5.476531013846397,0.098388671875,745.0222222222222,16.541145644444445
40960,612,66,20,76,0.1339401041623205,0.847370445728302,-0.01129796628083568,0.15,0.0002480544,-0.02867882326245308,0.008021281,-5.4644437581300735,0.0972900390625,741.6595744680851,16.55551629787234
43008,613,70,21,80,0.10959039418958127,0.8665328025817871,-0.012079427164280787,0.15,0.000247952,-0.03188982978463173,0.00847699,-5.468546196818352,0.1243896484375,741.6666666666666,16.56757416666667
45056,612,73,22,84,0.08597048185765743,0.9050782918930054,-0.013178494264138862,0.15,0.0002478496,-0.04493854567408562,0.01181092,-5.452774062752724,0.1356201171875,740.2830188679245,16.918192264150946
47104,612,76,23,88,0.11762170935980976,0.8918235898017883,-0.013263011132949032,0.15,0.0002477472,-0.03869500011205673,0.011682458,-5.449227571487427,0.1563720703125,740.7037037037037,16.997746018518523
49152,609,80,24,92,0.11554705910384655,0.9092764854431152,-0.01310830793227069,0.15,0.0002476448,-0.04378906264901161,0.010340709,-5.427997529506683,0.160400390625,738.7868852459017,17.37677086885246
51200,606,84,25,96,0.1525063670706004,0.8853760361671448,-0.009617914707632735,0.15,0.0002475424,-0.037780631333589554,0.0093390625,-5.4155668169260025,0.1412353515625,737.828125,17.5459549375
53248,605,87,26,100,0.1167168403044343,0.9048922657966614,-0.010480796045158058,0.15,0.00024744,-0.03202197328209877,0.008116135,-5.401922523975372,0.1488037109375,737.828125,17.5459549375
55296,606,91,27,104,0.11715173302218318,0.9085491299629211,-0.01397620586794801,0.15,0.0002473376,-0.028209194540977478,0.009505674,-5.419772922992706,0.1390380859375,728.5735294117648,17.466329926470586
57344,603,94,28,108,0.12953767832368612,0.9063307046890259,-0.014376947976415977,0.15,0.0002472352,-0.03617561608552933,0.009471087,-5.39588737487793,0.1568603515625,718.1095890410959,17.460902739726027
59392,599,99,29,112,0.12393107591196895,0.8739954829216003,-0.016745032131439075,0.15,0.0002471328,-0.038032710552215576,0.013940638,-5.4029775857925415,0.1737060546875,718.48,17.55322624
61440,599,102,30,116,0.11838493309915066,0.9070992469787598,-0.014893191735609435,0.15,0.0002470304,-0.024284053593873978,0.010512264,-5.363705009222031,0.157958984375,715.3924050632911,17.6353689113924
63488,596,106,31,120,0.10421475395560265,0.912868082523346,-0.012400543375406414,0.15,0.000246928,-0.040965598076581955,0.014842382,-5.387199282646179,0.218505859375,713.35,17.620527149999997
65536,597,109,32,124,0.12964931037276983,0.8854705095291138,-0.013447231482132338,0.15,0.00024682560000000004,-0.028101488947868347,0.009251966,-5.378279954195023,0.1859130859375,708.1744186046511,17.77130875581395
67584,594,113,33,128,0.0845376291545108,0.9271147847175598,-0.014128137961961329,0.15,0.00024672320000000003,-0.05658639967441559,0.012233473,-5.366280242800713,0.20654296875,703.5444444444445,17.774683777777778
69632,592,117,34,132,0.10498403618112206,0.9193662405014038,-0.018383029790129513,0.15,0.0002466208,-0.054832346737384796,0.014314556,-5.327512487769127,0.1676025390625,697.9468085106383,17.835556446808507
71680,593,120,35,136,0.10365370544604957,0.9265609383583069,-0.01734522668994032,0.15,0.0002465184,-0.045463357120752335,0.011939919,-5.308179348707199,0.1798095703125,698.1894736842105,17.877876957894735
73728,592,124,36,140,0.12141017569229007,0.8902462720870972,-0.021357707446441054,0.15,0.000246416,-0.041390955448150635,0.013115566,-5.331489071249962,0.1591796875,692.5555555555555,17.82435787878788
75776,591,128,37,144,0.13803464942611754,0.8781599998474121,-0.018324132513953373,0.15,0.0002463136,-0.03038650006055832,0.014690187,-5.3228486478328705,0.1795654296875,693.54,18.117213910000004
77824,590,131,38,148,0.14795573591254652,0.9162946343421936,-0.018167347909184173,0.15,0.0002462112,-0.03540714085102081,0.009599403,-5.311605125665665,0.1409912109375,692.15,18.332126529999996
79872,590,135,39,152,0.11804991471581161,0.9018962383270264,-0.022608184546697885,0.15,0.0002461088,-0.04383881390094757,0.016256977,-5.293873980641365,0.1839599609375,690.7,18.60882525
