time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/loss,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/value_loss,train/clip_fraction,train/entropy_loss,train/learning_rate,train/n_updates,train/approx_kl,rollout/ep_rew_mean,rollout/ep_len_mean
1051,23,12,24576,0.05045093968510628,-0.0009927879727911204,0.600033164024353,0.15,0.20203813025727868,0.0,-5.50655435025692,9.954944000000001e-05,44,0.0009832613,14.064374607142856,717.2857142857143
1056,25,13,26624,0.04737915098667145,-0.005206490808632225,0.4416413903236389,0.15,0.25204457668587565,0.0648193359375,-5.519546359777451,9.950848e-05,48,0.0056892666,13.986941612903225,717.6451612903226
1060,27,14,28672,0.044251926243305206,-0.0009215944301104173,0.5567545890808105,0.15,0.20311685651540756,0.0,-5.527000620961189,9.946752e-05,52,0.00069743325,13.986941612903225,717.6451612903226
1062,28,15,30720,0.05758102610707283,-0.0012436352844815701,0.4521934390068054,0.15,0.21851840987801552,0.0,-5.531051442027092,9.942656e-05,56,0.0009900724,13.986941612903225,717.6451612903226
1063,30,16,32768,0.05297432839870453,-0.001997468774789013,0.5543375611305237,0.15,0.21041521476581693,0.001708984375,-5.5302277356386185,9.93856e-05,60,0.0017119533,14.256217000000001,723.1176470588235
1064,32,17,34816,0.03229423612356186,-0.0019010556279681623,0.5521419048309326,0.15,0.2155427518300712,0.0040283203125,-5.517202824354172,9.934464e-05,64,0.0021564432,14.463564289473686,731.3421052631579
1064,34,18,36864,0.037271127104759216,-0.001757026810082607,0.6400298476219177,0.15,0.21539783431217074,0.0,-5.512165129184723,9.930368000000001e-05,68,0.0015840488,14.882326666666668,739.8333333333334
1064,36,19,38912,0.056689679622650146,-7.23359698895365e-06,0.6641992330551147,0.15,0.2268808474764228,0.0,-5.513671174645424,9.926272000000001e-05,72,0.0001282357,15.215646638297873,751.1489361702128
1066,38,20,40960,0.035638220608234406,-0.0015407105529448017,0.5700423717498779,0.15,0.2217787066474557,0.0,-5.510795369744301,9.922176e-05,76,0.0012409005,15.215646638297873,751.1489361702128
1068,40,21,43008,0.08189582824707031,-0.0005271342379273847,0.6094106435775757,0.15,0.24118113284930587,0.0,-5.507915407419205,9.918080000000001e-05,80,0.0004224077,15.215646638297873,751.1489361702128
1067,42,22,45056,0.0378451831638813,-0.00030944199534133077,0.5715214014053345,0.15,0.21486038016155362,0.0,-5.507600411772728,9.913984e-05,84,0.00034306975,15.28663302,750.0
1067,44,23,47104,0.06740446388721466,-0.0016944228409556672,0.5676672458648682,0.15,0.24424912501126528,0.00244140625,-5.498789563775063,9.909888e-05,88,0.0017798281,15.414292685185185,751.425925925926
1069,45,24,49152,0.05210688337683678,-0.0012874428575742058,0.6593740582466125,0.15,0.23509243689477444,0.0,-5.486447364091873,9.905792000000001e-05,92,0.0009274767,15.5489724,753.5272727272727
1068,47,25,51200,0.052144844084978104,-0.0005499048565980047,0.6879074573516846,0.15,0.21538106119260192,0.0,-5.487343609333038,9.901696e-05,96,0.0006753502,15.9632742,762.5666666666667
