time/total_timesteps,time/time_elapsed,time/iterations,time/fps,train/approx_kl,train/policy_gradient_loss,train/learning_rate,train/entropy_loss,train/explained_variance,train/clip_range,train/value_loss,train/clip_fraction,train/loss,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean
692224,671,338,1030,0.007083782,-0.009180832304991782,0.0004309824,-4.91667252779007,0.9546406865119934,0.1,0.19375693914480507,0.2406005859375,0.007438637316226959,1348,28.610783419999994,694.89
694272,673,339,1030,0.005912953,-0.008473655499983579,0.0004307776,-4.959824755787849,0.965502917766571,0.1,0.17134071048349142,0.2225341796875,0.009261943399906158,1352,28.66566442,698.19
696320,675,340,1030,0.005593083,-0.010353388788644224,0.0004305728,-4.950493976473808,0.9634981155395508,0.1,0.14276381023228168,0.254638671875,-0.011009179055690765,1356,28.50427898,694.21
698368,677,341,1030,0.007475427,-0.012628475204110146,0.000430368,-4.9394397884607315,0.9669414758682251,0.1,0.10280294832773507,0.2540283203125,-0.028089549392461777,1360,28.463991079999996,691.12
700416,679,342,1030,0.0074023856,-0.009641351643949747,0.00043016319999999997,-4.973137259483337,0.9616907835006714,0.1,0.1376552595756948,0.26708984375,-0.02278260886669159,1364,28.46050228,691.58
702464,681,343,1030,0.005873423,-0.009740144858369604,0.0004299584,-4.930890813469887,0.9670031070709229,0.1,0.1119016835000366,0.2359619140625,-0.01891351118683815,1368,28.304884589999997,690.55
704512,683,344,1030,0.005996219,-0.008348509320057929,0.00042975360000000005,-4.923513308167458,0.9490631818771362,0.1,0.17948353523388505,0.2308349609375,0.005897842347621918,1372,28.306208420000004,690.1
706560,685,345,1030,0.006419654,-0.012885889882454649,0.00042954880000000003,-4.951846718788147,0.9772892594337463,0.1,0.0916327997110784,0.2620849609375,-0.03313441202044487,1376,28.29571054,689.84
708608,687,346,1030,0.006322697,-0.009051357847056352,0.000429344,-4.8867917358875275,0.9775676727294922,0.1,0.11516212951391935,0.244873046875,-0.01819806545972824,1380,28.027820400000007,685.84
710656,689,347,1030,0.0067554736,-0.010350293421652168,0.0004291392,-4.845110163092613,0.9791542887687683,0.1,0.10938885388895869,0.2542724609375,-0.02446231245994568,1384,28.043392920000006,682.42
712704,691,348,1030,0.005954366,-0.007688203448196873,0.0004289344,-4.897888600826263,0.9641966819763184,0.1,0.1289341899100691,0.212158203125,-0.012467674911022186,1388,28.059359940000004,679.7
714752,693,349,1030,0.005987834,-0.009522119245957583,0.0004287296,-4.899051785469055,0.972344696521759,0.1,0.09703617030754685,0.2119140625,-0.023436643183231354,1392,28.169027180000004,682.14
716800,695,350,1030,0.0052766567,-0.010286748773069121,0.0004285248,-4.887139335274696,0.9672086834907532,0.1,0.0969901664648205,0.216796875,-0.023505792021751404,1396,28.22078313,683.09
718848,697,351,1030,0.005915297,-0.009996367094572634,0.00042832000000000005,-4.96185927093029,0.9616044163703918,0.1,0.08766985731199384,0.223876953125,-0.030378159135580063,1400,28.326155600000003,686.9
720896,699,352,1030,0.0066845133,-0.008784913661656901,0.00042811520000000003,-4.917539805173874,0.9644361138343811,0.1,0.10749697941355407,0.2288818359375,-0.01348845660686493,1404,28.586096460000004,698.16
722944,701,353,1030,0.006861478,-0.01062029684544541,0.0004279104,-4.787898018956184,0.9847762584686279,0.1,0.09793309052474797,0.218017578125,-0.0182245634496212,1408,28.557466610000002,697.71
724992,703,354,1030,0.006867674,-0.011629527696641162,0.00042770560000000005,-4.817247271537781,0.9615694880485535,0.1,0.18485960247926414,0.2578125,0.010565593838691711,1412,28.32389492,693.74
727040,705,355,1030,0.007314482,-0.009668555081589147,0.00042750080000000004,-4.795377433300018,0.9640610218048096,0.1,0.18592385668307543,0.241943359375,0.025816623121500015,1416,27.98392715,688.08
729088,707,356,1030,0.0061405436,-0.011755148356314749,0.000427296,-4.875879734754562,0.9468568563461304,0.1,0.13012172491289675,0.2313232421875,-0.028231356292963028,1420,27.778577260000002,684.06
731136,709,357,1030,0.006051535,-0.008941984124248847,0.0004270912,-4.913523435592651,0.9545925259590149,0.1,0.13609922653995454,0.2271728515625,-0.027118369936943054,1424,27.883586960000002,685.28
733184,711,358,1030,0.0062260437,-0.012894757150206715,0.0004268864,-4.903426453471184,0.9631420373916626,0.1,0.16223939787596464,0.2333984375,0.007879197597503662,1428,27.96741372,686.08
735232,713,359,1030,0.005804746,-0.010346872863010503,0.0004266816,-4.873087227344513,0.9768034219741821,0.1,0.10111517808400095,0.214599609375,-0.030463077127933502,1432,27.82944028,683.02
737280,715,360,1030,0.0057754572,-0.011534362012753263,0.0004264768,-4.880685731768608,0.9832276701927185,0.1,0.08955008443444967,0.2261962890625,-0.038314491510391235,1436,27.829982599999997,685.49
739328,717,361,1030,0.007929986,-0.011591027519898489,0.000426272,-4.825016334652901,0.9611563086509705,0.1,0.1645848322659731,0.2568359375,-0.004739150404930115,1440,27.779237079999998,682.17
741376,719,362,1030,0.007720052,-0.010176179581321776,0.0004260672,-4.867358714342117,0.9638792276382446,0.1,0.1404057906474918,0.2589111328125,-0.01803586632013321,1444,27.86414997,680.89
743424,721,363,1030,0.006855985,-0.008068049646681175,0.00042586239999999997,-4.791940793395042,0.9628919959068298,0.1,0.17131413565948606,0.2454833984375,-0.00029393285512924194,1448,27.80620998,679.5
745472,723,364,1030,0.007041623,-0.01054686275892891,0.00042565759999999995,-4.886744812130928,0.915468692779541,0.1,0.30489225778728724,0.2689208984375,0.03344055265188217,1452,27.767366629999998,678.43
747520,725,365,1030,0.0070806677,-0.012259308045031503,0.00042545280000000005,-4.821450755000114,0.9700817465782166,0.1,0.12788656610064209,0.2396240234375,-0.027833670377731323,1456,27.76802008,678.04
749568,727,366,1030,0.005630188,-0.009472707140957937,0.00042524800000000003,-4.876498505473137,0.9618185758590698,0.1,0.1455323351547122,0.2088623046875,-0.005597710609436035,1460,27.76802008,678.04
751616,729,367,1030,0.007160239,-0.009100680326810107,0.0004250432,-4.868950799107552,0.9621022343635559,0.1,0.1148894855286926,0.2254638671875,-0.017745614051818848,1464,27.980041550000006,680.13
753664,731,368,1030,0.005036749,-0.011629225162323564,0.0004248384,-4.865589588880539,0.970725417137146,0.1,0.11074143764562905,0.212158203125,-0.024342529475688934,1468,28.03554767,683.46
755712,733,369,1030,0.006752494,-0.012102270484319888,0.0004246336,-4.893171980977058,0.9789416790008545,0.1,0.08467535930685699,0.24462890625,-0.03643457219004631,1472,28.040187269999997,682.75
757760,735,370,1030,0.0092448015,-0.007778022554703057,0.0004244288,-4.791751936078072,0.9712482690811157,0.1,0.16725764167495072,0.2772216796875,0.03972012549638748,1476,28.142799829999998,684.37
759808,737,371,1030,0.006437367,-0.011873787683725823,0.000424224,-4.825155332684517,0.9594886302947998,0.1,0.13852465222589672,0.2532958984375,-0.019848082214593887,1480,28.26847625,687.08
761856,739,372,1030,0.007119432,-0.01016280971816741,0.0004240192,-4.896886557340622,0.9705552458763123,0.1,0.08885601721704006,0.2266845703125,-0.030642665922641754,1484,28.57336812,690.69
763904,741,373,1030,0.0059126574,-0.011853716627229005,0.0004238144,-4.890783101320267,0.9613116979598999,0.1,0.12142978655174375,0.2591552734375,-0.01241961121559143,1488,28.47327228,687.71
765952,743,374,1030,0.0070809075,-0.011955059511819854,0.0004236096,-4.868844449520111,0.9621478915214539,0.1,0.15424058074131608,0.2540283203125,-0.014272242784500122,1492,28.618808979999997,689.04
768000,745,375,1030,0.007207932,-0.010815056826686487,0.00042340480000000006,-4.7920351922512054,0.9849297404289246,0.1,0.09377584513276815,0.2564697265625,-0.023976244032382965,1496,28.660070410000003,689.16
770048,747,376,1030,0.0051418594,-0.00892506935633719,0.00042320000000000004,-4.82434244453907,0.9640346169471741,0.1,0.1348823318257928,0.22314453125,-0.017668701708316803,1500,28.682441000000004,690.36
772096,749,377,1030,0.005963182,-0.012207617837702855,0.0004229952,-4.843775168061256,0.9743141531944275,0.1,0.09658336453139782,0.2371826171875,-0.033282943069934845,1504,28.755098130000007,690.71
774144,751,378,1030,0.006278578,-0.010184952188865282,0.0004227904,-4.896336376667023,0.9709271192550659,0.1,0.09760727803222835,0.2261962890625,-0.030846018344163895,1508,28.644264720000002,688.73
776192,753,379,1030,0.0051378133,-0.010938635154161602,0.0004225856,-4.8593505173921585,0.9526942372322083,0.1,0.15491460263729095,0.2239990234375,0.008632063865661621,1512,28.77287812,690.66
778240,755,380,1029,0.0059323227,-0.011457416250777896,0.00042238080000000003,-4.820305347442627,0.9776678085327148,0.1,0.1011588682886213,0.2230224609375,-0.023024119436740875,1516,29.14569873,694.6
780288,757,381,1029,0.005407783,-0.009408084297319874,0.000422176,-4.8144920617341995,0.9779582023620605,0.1,0.10217922809533775,0.2216796875,-0.029702141880989075,1520,29.14569873,694.6
782336,759,382,1029,0.006004208,-0.00956882257014513,0.0004219712,-4.853208690881729,0.9586086273193359,0.1,0.13311192812398076,0.200439453125,-0.008423950523138046,1524,29.168406230000002,697.77
784384,761,383,1029,0.0067794276,-0.010026514661149122,0.0004217664,-4.856566980481148,0.9715307354927063,0.1,0.10246519488282502,0.220703125,-0.023371774703264236,1528,29.101905459999998,696.67
786432,763,384,1029,0.006316943,-0.009667519654612988,0.00042156159999999997,-4.785837069153786,0.9809862971305847,0.1,0.10214975150302052,0.2572021484375,-0.007926620543003082,1532,29.020378360000006,694.08
788480,765,385,1029,0.0067787734,-0.012179074765299447,0.0004213568,-4.878835156559944,0.9707912802696228,0.1,0.09267168934457004,0.22705078125,-0.043967489153146744,1536,29.12432854,693.47
790528,767,386,1029,0.0061144093,-0.01084169240493793,0.000421152,-4.846909329295158,0.973275363445282,0.1,0.08742526196874678,0.2674560546875,-0.04116149619221687,1540,29.11138798,689.18
792576,769,387,1029,0.0051028663,-0.011379076648154296,0.0004209472,-4.770914748311043,0.9798112511634827,0.1,0.11252510477788746,0.205078125,-0.017764639109373093,1544,29.06183207,687.09
794624,771,388,1029,0.0062346086,-0.010025391355156898,0.0004207424,-4.855024889111519,0.9521004557609558,0.1,0.13758514332585037,0.2464599609375,-0.016953125596046448,1548,29.234085529999998,692.64
796672,773,389,1029,0.0056641167,-0.009938430390320718,0.0004205376,-4.8320446610450745,0.9726772308349609,0.1,0.1057552199345082,0.220458984375,-0.021495305001735687,1552,29.28644608,693.36
798720,775,390,1029,0.0070206765,-0.009742366353748366,0.0004203328,-4.823257774114609,0.9729955196380615,0.1,0.11029928969219327,0.2462158203125,-0.0023774467408657074,1556,29.557088919999998,700.04
800768,777,391,1029,0.0077061057,-0.01205119991209358,0.000420128,-4.8383737951517105,0.9722700119018555,0.1,0.12432327005080879,0.281005859375,-0.02274523675441742,1560,29.61220477,701.83
802816,779,392,1029,0.0072977142,-0.007689061007113196,0.0004199232,-4.795928463339806,0.9643429517745972,0.1,0.16677517001517117,0.2359619140625,-0.0039248839020729065,1564,29.63617224,704.86
804864,781,393,1029,0.007448823,-0.008468466257909313,0.0004197184,-4.821484178304672,0.9641686081886292,0.1,0.17550651915371418,0.26708984375,0.01563018187880516,1568,29.64294245,703.22
806912,783,394,1029,0.006120235,-0.010844330914551392,0.0004195136,-4.820669069886208,0.9678774476051331,0.1,0.11336579825729132,0.2264404296875,-0.025138121098279953,1572,29.61370558,702.4
808960,785,395,1029,0.00646641,-0.00918097811518237,0.00041930879999999997,-4.8141618221998215,0.9526670575141907,0.1,0.1796478636097163,0.26318359375,-0.006731484085321426,1576,29.895483520000003,707.41
811008,787,396,1029,0.006746823,-0.012557219830341637,0.00041910400000000006,-4.799110367894173,0.9777685403823853,0.1,0.10425131837837398,0.25048828125,-0.023817449808120728,1580,29.917666020000002,706.84
813056,789,397,1029,0.0073149623,-0.007760087988572195,0.00041889920000000004,-4.814209923148155,0.9648793339729309,0.1,0.13233538926579058,0.26025390625,0.0006947368383407593,1584,29.926618010000002,708.15
815104,791,398,1029,0.005425347,-0.008891370140190702,0.00041869440000000003,-4.875398203730583,0.9733350872993469,0.1,0.1101696144323796,0.212890625,-0.008190013468265533,1588,29.957393490000005,710.85
817152,794,399,1029,0.0068493737,-0.009945814061211422,0.0004184896,-4.782147169113159,0.9710498452186584,0.1,0.12790163233876228,0.2569580078125,0.0014791116118431091,1592,30.01473627,710.29
819200,796,400,1029,0.005762942,-0.011219725478440523,0.0004182848,-4.832576349377632,0.9782556295394897,0.1,0.0981421188917011,0.2117919921875,-0.03275664150714874,1596,29.985014549999995,708.03
821248,798,401,1029,0.00648888,-0.0076220819319132715,0.00041808000000000004,-4.783361166715622,0.9687789678573608,0.1,0.1494036139920354,0.2425537109375,0.0008042678236961365,1600,29.712051770000002,706.2
823296,800,402,1029,0.0063661262,-0.009723722585476935,0.0004178752,-4.81965945661068,0.9730508923530579,0.1,0.13519530347548425,0.205810546875,-0.009635023772716522,1604,29.61359598,700.4
825344,801,403,1029,0.0067663975,-0.010188400832703337,0.0004176704,-4.864829927682877,0.9504262208938599,0.1,0.18092675716616213,0.2581787109375,0.02121628075838089,1608,29.592674619999997,700.76
827392,803,404,1029,0.0075347233,-0.011850278126075864,0.0004174656,-4.833129674196243,0.9716281294822693,0.1,0.10860549821518362,0.232421875,-0.019536133855581284,1612,29.699896390000003,704.04
829440,805,405,1029,0.0054947813,-0.010439622143167071,0.0004172608,-4.831183016300201,0.9652530550956726,0.1,0.14666434447281063,0.2139892578125,0.005510494112968445,1616,29.529726189999998,699.88
831488,807,406,1029,0.0063788434,-0.009273395175114274,0.000417056,-4.814591959118843,0.9782347679138184,0.1,0.10833682981319726,0.21728515625,-0.022274907678365707,1620,29.40223774,698.61
833536,809,407,1029,0.006732441,-0.011231492302613333,0.0004168512,-4.852457880973816,0.9670876264572144,0.1,0.13284257729537785,0.2584228515625,-0.01466532051563263,1624,29.491688980000003,700.32
835584,811,408,1029,0.005369742,-0.00929646089207381,0.0004166464,-4.87378217279911,0.9638206958770752,0.1,0.08972127921879292,0.22802734375,-0.039319127798080444,1628,29.536630060000007,701.86
837632,814,409,1029,0.009808501,-0.00838751147966832,0.00041644159999999997,-4.89242348074913,0.9360501170158386,0.1,0.2073285849764943,0.2469482421875,0.032732974737882614,1632,29.59506306,702.79
839680,816,410,1028,0.0057609025,-0.011365355749148875,0.0004162368,-4.869236990809441,0.9806513786315918,0.1,0.10549428407102823,0.2073974609375,-0.02803761512041092,1636,29.594690690000004,702.4
841728,818,411,1028,0.0067926156,-0.013159319176338613,0.00041603200000000004,-4.79185377061367,0.9753649234771729,0.1,0.1538923631887883,0.2320556640625,0.0034843385219573975,1640,29.65542322,704.15
843776,820,412,1028,0.0060933447,-0.010409868365968578,0.00041582720000000003,-4.851920932531357,0.9651198983192444,0.1,0.1196273141540587,0.226806640625,-0.018692098557949066,1644,29.65542322,704.15
845824,822,413,1028,0.006093897,-0.010968447924824432,0.0004156224,-4.925287529826164,0.9434080123901367,0.1,0.10740374564193189,0.2352294921875,-0.01648082211613655,1648,29.650389399999998,704.49
847872,824,414,1028,0.0075464724,-0.010471373228938319,0.0004154176,-4.919878423213959,0.9562583565711975,0.1,0.14398874319158494,0.244140625,-0.010168835520744324,1652,29.526626859999993,702.67
849920,826,415,1028,0.006472402,-0.007801943283993751,0.0004152128,-4.916581824421883,0.9683712124824524,0.1,0.1472143593709916,0.2227783203125,0.006960686296224594,1656,29.462655749999996,702.93
851968,828,416,1028,0.007255043,-0.012789468426490203,0.000415008,-4.88570100069046,0.9836843609809875,0.1,0.08534225367475301,0.249755859375,-0.04034899175167084,1660,29.410176089999997,703.0
854016,830,417,1028,0.0069292774,-0.008716908720089123,0.0004148032,-4.859595492482185,0.984702467918396,0.1,0.09045551298186183,0.247314453125,-0.028907716274261475,1664,29.397045749999993,703.92
856064,832,418,1028,0.0071479743,-0.010780106065794826,0.00041459840000000005,-4.857649579644203,0.9631854295730591,0.1,0.155048499815166,0.25830078125,0.002826780080795288,1668,29.26092451,701.0
858112,834,419,1028,0.006181053,-0.01024045936355833,0.00041439360000000003,-4.85907518863678,0.9753905534744263,0.1,0.11517653008922935,0.242919921875,-0.02353115752339363,1672,29.216003060000006,698.96
860160,836,420,1028,0.006825974,-0.01261068371240981,0.0004141888,-4.8946303576231,0.9669893980026245,0.1,0.09640250005759299,0.2425537109375,-0.029033109545707703,1676,29.154178729999998,698.85
862208,838,421,1028,0.0047732927,-0.008776320959441364,0.00041398400000000005,-4.8848061710596085,0.9830297827720642,0.1,0.07337768643628806,0.2117919921875,-0.026757992804050446,1680,29.082517540000005,696.45
864256,840,422,1028,0.0057822806,-0.010236059431917965,0.00041377920000000004,-4.842134654521942,0.9814426898956299,0.1,0.1064893901348114,0.2147216796875,-0.012654930353164673,1684,29.076072089999997,693.88
866304,842,423,1028,0.0061801635,-0.012463934195693582,0.0004135744,-4.83053620159626,0.9823606610298157,0.1,0.0927549961488694,0.2255859375,-0.035680826753377914,1688,29.044914440000003,691.32
868352,844,424,1028,0.005495287,-0.01122854877030477,0.0004133696,-4.848350778222084,0.9749730229377747,0.1,0.12745589297264814,0.1954345703125,-0.015861105173826218,1692,29.089045910000003,693.18
870400,846,425,1028,0.004976244,-0.011781188222812489,0.0004131648,-4.898163318634033,0.9669851660728455,0.1,0.12333492515608668,0.1878662109375,-0.02433464303612709,1696,29.077989460000005,691.2
872448,848,426,1028,0.0064962623,-0.012026165117276832,0.00041296,-4.88788378238678,0.9764376878738403,0.1,0.09333822620101273,0.228515625,-0.02636287361383438,1700,29.096234050000003,688.39
874496,850,427,1028,0.0062629073,-0.009421243943506852,0.0004127552,-4.885408490896225,0.9774306416511536,0.1,0.0867508128285408,0.23876953125,-0.03645125776529312,1704,29.232583450000003,686.69
876544,852,428,1028,0.0067612557,-0.012593951978487894,0.0004125504,-4.858255475759506,0.9776557683944702,0.1,0.11183915473520756,0.2110595703125,-0.026745498180389404,1708,29.23508491,686.95
878592,854,429,1028,0.008188622,-0.008018510678084567,0.0004123456,-4.864566788077354,0.9763693809509277,0.1,0.09733870648778975,0.26953125,-0.030975982546806335,1712,29.23232136,687.05
880640,856,430,1028,0.0066386936,-0.011932636407436803,0.00041214079999999997,-4.917075306177139,0.9671812653541565,0.1,0.130880294367671,0.2222900390625,-0.022046998143196106,1716,29.12173018,686.11
882688,858,431,1028,0.0064948034,-0.013197410706197843,0.00041193599999999995,-4.865648373961449,0.9712387919425964,0.1,0.09778776741586626,0.2198486328125,-0.021656442433595657,1720,29.18242463,686.14
884736,860,432,1028,0.006320223,-0.011249369388679042,0.00041173120000000005,-4.92615769803524,0.9651317000389099,0.1,0.10793970781378448,0.226806640625,-0.02868591621518135,1724,29.03920737,683.96
886784,862,433,1028,0.0067384066,-0.010466061328770593,0.00041152640000000003,-4.877321735024452,0.9839637279510498,0.1,0.08573285664897412,0.2332763671875,-0.019105836749076843,1728,29.20159219,688.17
888832,864,434,1028,0.005522698,-0.011296310316538438,0.0004113216,-4.839922100305557,0.983081042766571,0.1,0.09558921540156007,0.2127685546875,-0.0227123461663723,1732,29.2676193,691.84
890880,866,435,1028,0.005322327,-0.007964173826621845,0.0004111168,-4.897726595401764,0.9377924799919128,0.1,0.23819670733064413,0.2662353515625,0.01659875363111496,1736,29.350685130000002,693.27
892928,868,436,1028,0.006137788,-0.011523163295350969,0.000410912,-4.9674636870622635,0.9496933221817017,0.1,0.14405281888321042,0.219970703125,-0.016578398644924164,1740,29.333490799999996,693.84
894976,870,437,1028,0.005743828,-0.011379434261471033,0.0004107072,-4.986531108617783,0.9773231148719788,0.1,0.07634069269988686,0.232421875,-0.04002610594034195,1744,29.458174849999995,696.37
897024,872,438,1028,0.005517532,-0.009444075869396329,0.0004105024,-4.91537643969059,0.9702672362327576,0.1,0.141747307498008,0.21142578125,-0.008767738938331604,1748,29.44190561,697.7
899072,874,439,1028,0.0064418092,-0.012049546174239367,0.0004102976,-4.928812220692635,0.9844292402267456,0.1,0.0887885617557913,0.2320556640625,-0.028696373105049133,1752,29.386715549999998,700.04
901120,876,440,1028,0.006657897,-0.011009212321368977,0.0004100928,-4.936558499932289,0.9706125259399414,0.1,0.14709189254790545,0.2413330078125,0.001079648733139038,1756,29.40347765,700.87
903168,878,441,1028,0.005364094,-0.010461221943842247,0.000409888,-4.8460317850112915,0.970923125743866,0.1,0.13370194868184626,0.1767578125,-0.012061797082424164,1760,29.412991090000002,699.44
905216,880,442,1028,0.006734607,-0.0078015789040364325,0.00040968320000000006,-4.9591080248355865,0.9511353373527527,0.1,0.17650775657966733,0.2542724609375,-0.011678829789161682,1764,29.335969459999998,695.09
907264,882,443,1028,0.0058733225,-0.011802116569015197,0.00040947840000000004,-4.91714534163475,0.9728723168373108,0.1,0.0832371930591762,0.215576171875,-0.032042164355516434,1768,29.195440630000004,695.63
909312,884,444,1028,0.005902488,-0.011022747727110982,0.0004092736,-4.939545929431915,0.9634011387825012,0.1,0.1345887549687177,0.2337646484375,-0.0034634657204151154,1772,29.220104669999998,693.81
911360,886,445,1028,0.007582574,-0.006430951994843781,0.0004090688,-4.837364599108696,0.9655694365501404,0.1,0.1721251467242837,0.2257080078125,0.0204397514462471,1776,29.419610930000005,696.54
913408,888,446,1028,0.0069274437,-0.008384436107007787,0.000408864,-4.721872761845589,0.973413348197937,0.1,0.15133375534787774,0.285400390625,-0.018749088048934937,1780,29.433195209999997,695.8
915456,890,447,1028,0.0069024023,-0.01282265005283989,0.00040865920000000003,-4.877829745411873,0.9699937701225281,0.1,0.1226395876146853,0.2415771484375,-0.010230250656604767,1784,29.536317650000004,699.6
917504,892,448,1027,0.0052110497,-0.011523220833623782,0.0004084544,-4.941302388906479,0.9756248593330383,0.1,0.08371625887230039,0.210693359375,-0.027217254042625427,1788,29.60305654,699.81
919552,894,449,1027,0.007283509,-0.01062434891355224,0.0004082496,-4.922402739524841,0.9671578407287598,0.1,0.1019635759294033,0.243408203125,-0.03409689664840698,1792,29.650304499999994,696.98
921600,896,450,1027,0.006828516,-0.01000807125819847,0.0004080448,-4.856613576412201,0.9575775265693665,0.1,0.1979250239674002,0.242431640625,0.01577187329530716,1796,29.61280413,695.26
923648,898,451,1027,0.0051385164,-0.010223660865449347,0.00040783999999999997,-4.723137676715851,0.9625957608222961,0.1,0.17488836962729692,0.2166748046875,-0.00681314617395401,1800,29.622752429999995,694.75
925696,900,452,1027,0.0067837923,-0.01130445598391816,0.0004076352,-4.885105654597282,0.9520947337150574,0.1,0.12022151541896164,0.259765625,-0.020885124802589417,1804,29.669870609999997,696.77
927744,902,453,1027,0.006546838,-0.012677883089054376,0.0004074304,-4.8635613322258,0.9746044278144836,0.1,0.09677907195873559,0.2489013671875,-0.02931615337729454,1808,29.604256350000004,694.28
929792,904,454,1027,0.0062525216,-0.01105676578299608,0.0004072256,-4.887100458145142,0.9614530801773071,0.1,0.10464625526219606,0.202392578125,-0.01647670567035675,1812,29.601434330000007,694.38
931840,906,455,1027,0.0060680853,-0.011076099865022115,0.0004070208,-4.862218350172043,0.9635377526283264,0.1,0.16971115465275943,0.25,0.010301277041435242,1816,29.65306219,695.04
933888,908,456,1027,0.0059171733,-0.012170766800409183,0.000406816,-4.744373619556427,0.9790388345718384,0.1,0.12816598685458302,0.1971435546875,-0.033024296164512634,1820,29.67615491,694.52
935936,910,457,1027,0.005904152,-0.009287591004977003,0.00040661120000000004,-4.867626637220383,0.9489737749099731,0.1,0.1443970452528447,0.2010498046875,0.0019313469529151917,1824,29.740731020000002,695.59
937984,912,458,1027,0.006765118,-0.008511592692229897,0.0004064064,-4.879241093993187,0.9499638080596924,0.1,0.14535836828872561,0.2333984375,-0.0038121789693832397,1828,29.637164689999995,693.76
940032,914,459,1027,0.0064066635,-0.010893288708757609,0.0004062016,-4.895730629563332,0.9715622663497925,0.1,0.10545977298170328,0.2283935546875,-0.02768024057149887,1832,29.439506700000003,693.7
942080,916,460,1027,0.009105504,-0.010205902071902528,0.0004059968,-4.788900762796402,0.9817612767219543,0.1,0.12238517985679209,0.2591552734375,0.005768343806266785,1836,29.571535490000002,696.76
944128,918,461,1027,0.007889951,-0.010186768107814714,0.000405792,-4.810041964054108,0.9675328731536865,0.1,0.15506300027482212,0.25341796875,-0.0033699162304401398,1840,29.513472330000003,695.72
946176,920,462,1027,0.0057334993,-0.011326166335493326,0.00040558719999999996,-4.780739322304726,0.9693817496299744,0.1,0.15567586827091873,0.24267578125,0.003359690308570862,1844,29.375584520000004,693.53
948224,922,463,1027,0.006660903,-0.012087825336493552,0.00040538240000000006,-4.763814523816109,0.950882077217102,0.1,0.18303313245996833,0.2320556640625,0.0033455640077590942,1848,29.180155949999993,689.48
950272,924,464,1027,0.006430835,-0.010770966677227989,0.00040517760000000004,-4.88093875348568,0.9191100001335144,0.1,0.18265973520465195,0.255126953125,0.008733265101909637,1852,29.059678449999996,686.03
952320,926,465,1027,0.006762784,-0.010048438794910908,0.0004049728,-4.797477766871452,0.970375120639801,0.1,0.1524294470436871,0.2286376953125,-0.01461101695895195,1856,29.174596899999997,688.12
954368,928,466,1027,0.006320225,-0.010849041645997204,0.000404768,-4.753776058554649,0.9750539064407349,0.1,0.1027376251295209,0.233154296875,-0.02910052239894867,1860,29.14416459,686.16
956416,930,467,1027,0.006707018,-0.011923733807634562,0.0004045632,-4.818164184689522,0.9620510339736938,0.1,0.11317377327941358,0.2200927734375,-0.019379638135433197,1864,29.307913780000003,690.02
958464,932,468,1027,0.0071698753,-0.012271268555196002,0.00040435840000000003,-4.871269002556801,0.9759911894798279,0.1,0.09396481071598828,0.2476806640625,-0.029964562505483627,1868,29.39526241,688.66
960512,934,469,1027,0.0059321425,-0.011814148776466027,0.0004041536,-4.745316743850708,0.9810535907745361,0.1,0.10041145049035549,0.232421875,-0.029385246336460114,1872,29.30768734,685.29
962560,936,470,1027,0.005327411,-0.011586170934606344,0.0004039488,-4.809069097042084,0.970793604850769,0.1,0.1043042317032814,0.1781005859375,-0.019182637333869934,1876,29.29562145,683.98
964608,938,471,1027,0.0070912903,-0.012790630833478644,0.000403744,-4.792950004339218,0.9693422913551331,0.1,0.1201256753411144,0.259765625,-0.015534467995166779,1880,29.56198135,688.88
966656,940,472,1027,0.006421743,-0.01091972176800482,0.0004035392,-4.77220144867897,0.9767331480979919,0.1,0.11821490176953375,0.2506103515625,-0.01657186448574066,1884,29.56198135,688.88
968704,942,473,1027,0.0059414534,-0.010069251933600754,0.0004033344,-4.862629130482674,0.9321993589401245,0.1,0.13234761147759855,0.2210693359375,-0.006458930671215057,1888,29.656629380000005,688.61
970752,944,474,1027,0.006291548,-0.010651048040017486,0.0004031296,-4.843683272600174,0.9705060720443726,0.1,0.12464450183324516,0.2261962890625,-0.014802739024162292,1892,29.679292460000003,688.88
972800,946,475,1027,0.007557352,-0.00847389834234491,0.0004029248,-4.724956795573235,0.9749710559844971,0.1,0.1338578718714416,0.2216796875,-0.015004657208919525,1896,29.738767609999996,689.98
974848,948,476,1027,0.006940522,-0.011185527400812134,0.00040271999999999997,-4.7787609696388245,0.9718425273895264,0.1,0.11208346206694841,0.230224609375,-0.018315520137548447,1900,29.831882829999998,690.75
976896,950,477,1027,0.0057861335,-0.012396698846714571,0.0004025152,-4.828485727310181,0.9718226194381714,0.1,0.10087660350836813,0.243896484375,-0.025524653494358063,1904,29.716761830000006,688.56
978944,952,478,1027,0.005307751,-0.009274722804548219,0.00040231040000000004,-4.813936680555344,0.9615272879600525,0.1,0.15136418119072914,0.205322265625,0.00982251763343811,1908,29.219353149999996,679.4
980992,954,479,1027,0.0054021967,-0.008629321586340666,0.00040210560000000003,-4.773211658000946,0.963273286819458,0.1,0.19927268149331212,0.21044921875,0.04872327297925949,1912,29.127198599999993,679.64
983040,956,480,1027,0.005187565,-0.01048192402231507,0.0004019008,-4.743325158953667,0.9745011925697327,0.1,0.11159029719419777,0.1920166015625,-0.02357715368270874,1916,29.078696499999996,677.66
