time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/policy_gradient_loss,train/n_updates,train/learning_rate,train/approx_kl,train/loss,train/clip_range,train/entropy_loss,train/value_loss,train/explained_variance,train/clip_fraction,rollout/ep_rew_mean,rollout/ep_len_mean
542720,1026,528,265,-0.008502057506120764,1056,0.0002229664,0.0102483705,0.0014208704233169556,0.2,-4.866967469453812,0.15163435135036707,0.953388512134552,0.071533203125,27.533437470000003,735.53
544768,1026,530,266,-0.008699749450897798,1060,0.000222864,0.008230614,0.00946451723575592,0.2,-4.926350504159927,0.13645807141438127,0.9539058804512024,0.0716552734375,27.9460381,744.11
546816,1026,532,267,-0.009543789579765871,1064,0.00022276160000000002,0.012360604,-0.007649362087249756,0.2,-4.841825559735298,0.16861583897843957,0.9605504274368286,0.0821533203125,27.86829588,742.42
548864,1026,534,268,-0.011560679908143356,1068,0.0002226592,0.0105351005,0.017948485910892487,0.2,-4.829385295510292,0.20505745196714997,0.9410665035247803,0.127685546875,27.82666366000001,740.88
550912,1026,536,269,-0.007763253524899483,1072,0.0002225568,0.007945477,0.013765834271907806,0.2,-4.928747743368149,0.24635774828493595,0.9142823219299316,0.072021484375,27.75182849000001,737.46
552960,1026,538,270,-0.011815876219770871,1076,0.0002224544,0.009382872,-0.027477920055389404,0.2,-4.928490787744522,0.13543701940216124,0.9577265977859497,0.0927734375,27.766333050000004,738.46
555008,1027,540,271,-0.008544442302081734,1080,0.000222352,0.008821685,0.05515109747648239,0.2,-4.891024276614189,0.20853891922160983,0.9484912753105164,0.0968017578125,27.805907480000005,739.83
557056,1027,542,272,-0.011034211260266602,1084,0.0002222496,0.011652447,-0.014751613140106201,0.2,-4.905094280838966,0.1467784708365798,0.9545062780380249,0.080322265625,27.70850048,734.87
559104,1026,544,273,-0.011721128452336416,1088,0.0002221472,0.010829464,0.024126045405864716,0.2,-4.832781285047531,0.16691305092535913,0.9500477313995361,0.100830078125,27.70699562,734.4
561152,1026,546,274,-0.009716420812765136,1092,0.0002220448,0.010003928,0.03954930603504181,0.2,-4.867041051387787,0.20786991901695728,0.9303956031799316,0.105224609375,27.695254149999997,735.14
563200,1026,548,275,-0.008270020320196636,1096,0.0002219424,0.007721424,-0.00888964906334877,0.2,-4.930784985423088,0.13198770536109805,0.9219016432762146,0.07763671875,27.46917876,734.96
565248,1026,550,276,-0.009061678138095886,1100,0.00022184,0.009292899,0.03175710514187813,0.2,-4.931697219610214,0.2798788323998451,0.848235011100769,0.0970458984375,27.410096359999997,733.56
567296,1026,552,277,-0.00812744881841354,1104,0.00022173760000000002,0.006730297,-0.0009393356740474701,0.2,-4.74540801346302,0.15830673184245825,0.9679908156394958,0.0731201171875,27.318566830000005,731.62
569344,1026,554,278,-0.010008849552832544,1108,0.00022163520000000002,0.011269353,0.02753361314535141,0.2,-4.712150499224663,0.20714463107287884,0.9364449381828308,0.099609375,27.318566830000005,731.62
571392,1026,556,279,-0.005935434281127527,1112,0.0002215328,0.008742811,0.006815060973167419,0.2,-4.874231234192848,0.17008873261511326,0.921852171421051,0.0994873046875,27.23803734,728.92
573440,1026,558,280,-0.011249351053265855,1116,0.0002214304,0.010287799,-0.038939692080020905,0.2,-4.966841921210289,0.10494872066192329,0.9492110013961792,0.1151123046875,27.31292023,729.04
575488,1026,560,281,-0.008971686766017228,1120,0.000221328,0.010505734,-0.013411462306976318,0.2,-4.812517195940018,0.17266432126052678,0.9660025835037231,0.09521484375,27.421869290000004,731.87
577536,1026,562,282,-0.010397072968771681,1124,0.0002212256,0.013817871,-0.020741738379001617,0.2,-4.862168401479721,0.12688517780043185,0.9638748168945312,0.107177734375,27.394542549999997,729.09
579584,1026,564,283,-0.010620326327625662,1128,0.0002211232,0.010875713,-0.0041404664516448975,0.2,-4.856812015175819,0.16628351854160428,0.9523553848266602,0.1026611328125,27.431891059999995,731.97
581632,1026,566,284,-0.007717284373939037,1132,0.0002210208,0.0096924305,0.003919661045074463,0.2,-4.86432284116745,0.1506506665609777,0.9514306783676147,0.07470703125,27.58567171999999,735.92
583680,1026,568,285,-0.008651353477034718,1136,0.00022091840000000002,0.0075304704,-0.004164580255746841,0.2,-4.872405156493187,0.14703715383075178,0.935339093208313,0.1112060546875,27.539277709999997,733.42
585728,1026,570,286,-0.0075182103319093585,1140,0.000220816,0.01173399,0.018339112401008606,0.2,-4.904417440295219,0.17173594189807773,0.9358786940574646,0.098388671875,27.644703050000004,737.58
587776,1026,572,287,-0.010607776639517397,1144,0.00022071360000000003,0.009756243,0.005933254957199097,0.2,-4.897984802722931,0.20526117784902453,0.9218835234642029,0.0892333984375,27.789617110000005,739.93
589824,1026,574,288,-0.004348557500634342,1148,0.00022061120000000002,0.008208633,0.010152630507946014,0.2,-4.678327292203903,0.22169327875599265,0.9629998803138733,0.1119384765625,27.897646870000003,740.3
591872,1026,576,289,-0.008614091464551166,1152,0.0002205088,0.0063817175,0.02315409481525421,0.2,-4.666008427739143,0.17610769718885422,0.9540662169456482,0.0511474609375,27.97469391,741.9
593920,1026,578,290,-0.009060356926056556,1156,0.0002204064,0.00964401,0.023392386734485626,0.2,-4.9416166096925735,0.15909491735510528,0.838083803653717,0.078857421875,27.76966858000001,734.37
595968,1026,580,291,-0.011678070441121235,1160,0.000220304,0.008888196,-0.005797848105430603,0.2,-4.805624634027481,0.1478620758280158,0.9510735869407654,0.084716796875,27.935022270000005,738.62
598016,1026,582,292,-0.010112143150763586,1164,0.0002202016,0.010847643,-0.021935783326625824,0.2,-4.7590663731098175,0.1281715859659016,0.95481938123703,0.0982666015625,27.94498768,738.27
600064,1026,584,293,-0.008676270779687911,1168,0.0002200992,0.009617332,0.02232663333415985,0.2,-4.737662047147751,0.159315531142056,0.9471845030784607,0.0888671875,27.927995260000007,737.13
602112,1026,586,294,-0.008159993449226022,1172,0.0002199968,0.0059830816,0.016991443932056427,0.2,-4.76983143389225,0.1953492909669876,0.9490622878074646,0.092529296875,27.9120889,734.51
604160,1026,588,295,-0.009062900411663577,1176,0.0002198944,0.011283137,0.010510910302400589,0.2,-4.78712585568428,0.15352516085840762,0.9497714042663574,0.0933837890625,27.966072849999996,740.34
606208,1026,590,296,-0.008271045342553407,1180,0.00021979199999999999,0.00924181,0.029752764850854874,0.2,-4.808924108743668,0.16357651213184,0.9534265995025635,0.091552734375,27.837309689999998,735.18
608256,1026,592,297,-0.009386242265463807,1184,0.00021968959999999998,0.012153143,-0.005110487341880798,0.2,-4.896772161126137,0.1624406527262181,0.9372138977050781,0.1009521484375,27.926766620000002,737.32
610304,1026,594,298,-0.008349937590537593,1188,0.00021958720000000002,0.01343978,-0.012351572513580322,0.2,-4.898537278175354,0.10989957279525697,0.9603256583213806,0.104248046875,27.971311500000002,737.11
612352,1026,596,299,-0.011481391411507502,1192,0.00021948480000000002,0.014176071,-0.008399784564971924,0.2,-4.872316136956215,0.14599476312287152,0.9568290114402771,0.11572265625,28.028546940000005,740.79
614400,1026,598,300,-0.00833616207819432,1196,0.0002193824,0.010260494,0.04573572427034378,0.2,-4.900975346565247,0.19959567952901125,0.9434184432029724,0.1263427734375,28.02033394,740.14
616448,1026,600,301,-0.009887987675028853,1200,0.00021928,0.007891332,-0.008749999105930328,0.2,-4.872953772544861,0.16619740216992795,0.9547462463378906,0.0703125,28.065876310000004,740.76
618496,1026,602,302,-0.009413987776497379,1204,0.0002191776,0.00823368,-0.01052500307559967,0.2,-4.941255480051041,0.13877785042859614,0.9612547159194946,0.095947265625,27.98847226,740.27
620544,1026,604,303,-0.009509247684036382,1208,0.0002190752,0.009913669,-0.013706192374229431,0.2,-4.985522091388702,0.13519779848866165,0.949206531047821,0.0751953125,27.948746240000002,741.81
622592,1026,606,304,-0.008930151670938358,1212,0.0002189728,0.009330515,-0.018413744866847992,0.2,-4.921956166625023,0.1303774022962898,0.9613287448883057,0.085693359375,27.828407579999997,740.21
624640,1026,608,305,-0.007333150482736528,1216,0.0002188704,0.010847354,-0.0014716163277626038,0.2,-4.831736162304878,0.15402826480567455,0.9626593589782715,0.1026611328125,27.951868359999995,744.51
626688,1026,610,306,-0.009689098340459168,1220,0.000218768,0.008484513,0.02442549169063568,0.2,-4.8892469853162766,0.14715427858754992,0.9647648930549622,0.0816650390625,28.156255809999998,746.42
628736,1026,612,307,-0.012693086959188804,1224,0.0002186656,0.011616308,-0.012622371315956116,0.2,-4.853351324796677,0.15610097930766642,0.9570541381835938,0.099365234375,28.29791938,747.33
630784,1026,614,308,-0.004509682665229775,1228,0.00021856320000000003,0.006929484,-0.004846677184104919,0.2,-4.873064324259758,0.14031115104444325,0.9584828019142151,0.075927734375,28.281244589999996,746.76
632832,1026,616,309,-0.00920329536893405,1232,0.00021846080000000002,0.009422216,-0.0008274056017398834,0.2,-4.861229106783867,0.15693971375003457,0.9427449703216553,0.0933837890625,28.44219225,748.25
634880,1026,618,310,-0.009853489871602505,1236,0.0002183584,0.012794953,0.018707338720560074,0.2,-4.797361254692078,0.15753171453252435,0.9559419751167297,0.1094970703125,28.45145495,748.51
636928,1026,620,311,-0.006606756083783694,1240,0.000218256,0.008037347,0.006668880581855774,0.2,-4.83629135787487,0.16184771922416985,0.9631919264793396,0.0693359375,28.430945389999998,745.8
638976,1026,622,312,-0.009280233702156693,1244,0.0002181536,0.0135312965,0.02104971930384636,0.2,-4.779919669032097,0.16610314138233662,0.9612971544265747,0.1053466796875,28.48735839,745.37
641024,1026,624,313,-0.005793014817754738,1248,0.00021805120000000002,0.010858751,-0.009571731090545654,0.2,-4.857638239860535,0.1346462802030146,0.9543302059173584,0.0928955078125,28.42846277,742.61
643072,1026,626,314,-0.008236301626311615,1252,0.0002179488,0.0074263867,0.002203620970249176,0.2,-4.862765401601791,0.13554137013852596,0.9579286575317383,0.0765380859375,28.603338979999993,746.43
645120,1026,628,315,-0.0075071029423270375,1256,0.0002178464,0.008531259,-0.002983368933200836,0.2,-4.896949753165245,0.1460080840624869,0.9550501704216003,0.0721435546875,28.364278519999992,739.51
647168,1026,630,316,-0.01316483406117186,1260,0.000217744,0.012362042,-0.010793499648571014,0.2,-4.825330421328545,0.2020947034470737,0.9533632397651672,0.1044921875,28.428406719999998,741.1
649216,1026,632,317,-0.00899825397937093,1264,0.0002176416,0.008233659,0.0035749077796936035,0.2,-4.848831981420517,0.15246962080709636,0.9518337845802307,0.11669921875,28.58263736,747.6
651264,1026,634,318,-0.008989487774670124,1268,0.0002175392,0.011104155,-0.018513254821300507,0.2,-4.885944038629532,0.14763339492492378,0.9663884043693542,0.0880126953125,28.515850009999994,745.82
653312,1026,636,319,-0.013362382727791555,1272,0.0002174368,0.009581757,-0.011938787996768951,0.2,-4.837167873978615,0.11918038013391197,0.9678241610527039,0.105712890625,28.569848359999995,749.33
655360,1026,638,320,-0.01042611914454028,1276,0.0002173344,0.012885855,-0.02018086612224579,0.2,-4.8417351096868515,0.11951018706895411,0.9646714925765991,0.109130859375,28.679816499999998,750.26
657408,1026,640,321,-0.008738803211599588,1280,0.000217232,0.008771147,-0.00288555771112442,0.2,-4.915577173233032,0.1857861429452896,0.9402047991752625,0.06884765625,28.87686663,754.87
659456,1026,642,322,-0.012056150997523218,1284,0.0002171296,0.008189295,-0.020917028188705444,0.2,-4.823365077376366,0.12652960000559688,0.9727429151535034,0.08251953125,28.883476419999997,754.05
661504,1026,644,323,-0.010213109882897697,1288,0.0002170272,0.009664051,-0.011292174458503723,0.2,-4.930966258049011,0.11905344552360475,0.9488875865936279,0.1109619140625,28.870962340000002,753.13
663552,1026,646,324,-0.009717169712530449,1292,0.00021692480000000001,0.010733493,-0.007580909878015518,0.2,-4.9397322833538055,0.12933861906640232,0.9587268829345703,0.07861328125,29.158395830000003,758.78
665600,1026,648,325,-0.010473997273948044,1296,0.0002168224,0.009184009,-0.009561322629451752,0.2,-4.892705649137497,0.20194508414715528,0.9512333273887634,0.120361328125,29.10850133,759.17
667648,1026,650,326,-0.013122659671353176,1300,0.00021672,0.01155728,-0.006027646362781525,0.2,-4.790492594242096,0.14151863404549658,0.9697175621986389,0.1033935546875,29.13464017,759.97
669696,1026,652,327,-0.008781697368249297,1304,0.0002166176,0.009315867,-0.010079268366098404,0.2,-4.869584292173386,0.16630459995940328,0.9522154927253723,0.0738525390625,29.35975341,762.33
671744,1026,654,328,-0.009649549014284275,1308,0.00021651519999999998,0.009038161,0.005881711840629578,0.2,-4.898203074932098,0.1831553785596043,0.938872754573822,0.071044921875,29.39030601,766.3
673792,1025,656,329,-0.0064307175925932825,1312,0.00021641280000000003,0.007734321,0.010127879679203033,0.2,-4.887499377131462,0.1483014398254454,0.9693903923034668,0.0914306640625,29.57933191,764.61
675840,1025,658,330,-0.010533576627494767,1316,0.00021631040000000002,0.010957206,-0.004519909620285034,0.2,-4.852050885558128,0.17043306771665812,0.9549099802970886,0.1024169921875,29.612468519999997,765.82
677888,1026,660,331,-0.006002496316796169,1320,0.00021620800000000001,0.008972042,0.011411868035793304,0.2,-4.847572967410088,0.1275473367422819,0.9615088701248169,0.0596923828125,29.591673420000003,767.16
679936,1026,662,332,-0.009040159144205973,1324,0.0002161056,0.012526426,-0.0013414211571216583,0.2,-4.919394552707672,0.1345282478723675,0.9383153915405273,0.1082763671875,29.74098289,769.51
681984,1026,664,333,-0.010834768589120358,1328,0.0002160032,0.01020721,0.025874994695186615,0.2,-4.861294358968735,0.1746427221223712,0.9420669674873352,0.0960693359375,29.72342241,764.64
684032,1026,666,334,-0.010067578870803118,1332,0.00021590080000000002,0.008159158,-0.011721491813659668,0.2,-4.781697317957878,0.14703888189978898,0.9613377451896667,0.0947265625,29.95175987,764.5
686080,1026,668,335,-0.008731981200980954,1336,0.0002157984,0.009401791,-0.012147590517997742,0.2,-4.8347450494766235,0.12739989813417196,0.9686282873153687,0.070556640625,30.0063567,767.49
688128,1026,670,336,-0.007118858353351243,1340,0.000215696,0.009935407,0.008399739861488342,0.2,-4.743259862065315,0.14155833260156214,0.9666855335235596,0.0838623046875,30.067633500000003,768.82
690176,1026,672,337,-0.010423095111036673,1344,0.0002155936,0.007041198,0.0024664700031280518,0.2,-4.858120366930962,0.12580028688535094,0.9475404024124146,0.0830078125,30.092872310000004,766.54
692224,1026,674,338,-0.010431904229335487,1348,0.0002154912,0.009812344,0.014442086219787598,0.2,-4.9632628709077835,0.17872086982242763,0.8964051008224487,0.1036376953125,30.024138509999997,767.9
694272,1026,676,339,-0.011068518477259204,1352,0.0002153888,0.008039936,-0.014590002596378326,0.2,-4.898031830787659,0.12177745392546058,0.9675682187080383,0.0721435546875,29.99364071,766.87
696320,1026,678,340,-0.009283476101700217,1356,0.0002152864,0.0068821404,-0.015239730477333069,0.2,-4.947264641523361,0.14268483826890588,0.9388155937194824,0.0513916015625,30.111399490000004,763.22
698368,1026,680,341,-0.010815508663654327,1360,0.000215184,0.008878073,-0.003434613347053528,0.2,-4.9010555148124695,0.1505917578469962,0.9604092836380005,0.095947265625,30.406917189999998,768.3
700416,1026,682,342,-0.010449585854075849,1364,0.00021508159999999998,0.012255447,-0.0005825944244861603,0.2,-4.742057099938393,0.15297266049310565,0.9660950899124146,0.0828857421875,30.38052318,767.89
702464,1026,684,343,-0.010096947124111466,1368,0.0002149792,0.008710742,0.031033165752887726,0.2,-4.893221125006676,0.18358794786036015,0.9124166369438171,0.0704345703125,30.24240437,759.31
704512,1026,686,344,-0.010095519974129274,1372,0.00021487680000000002,0.007499117,-0.013923387974500656,0.2,-4.927610754966736,0.1413106806576252,0.9434714913368225,0.0498046875,30.24240437,759.31
706560,1026,688,345,-0.014064609742490575,1376,0.00021477440000000002,0.009319227,-0.024430472403764725,0.2,-4.966982066631317,0.15380784659646451,0.9350308775901794,0.0926513671875,30.073408909999998,758.98
708608,1026,690,346,-0.011354329413734376,1380,0.000214672,0.008716209,0.012041240930557251,0.2,-4.891080945730209,0.21256455080583692,0.954010009765625,0.07080078125,30.0569438,755.44
710656,1026,692,347,-0.004392269562231377,1384,0.0002145696,0.018566743,0.0016176551580429077,0.2,-4.7638039290905,0.1988554410636425,0.9636393785476685,0.126708984375,30.24808394,756.68
712704,1026,694,348,-0.001735854777507484,1388,0.0002144672,0.010091798,0.02991713583469391,0.2,-4.846380829811096,0.26037216931581497,0.9358763694763184,0.135986328125,30.32904441,757.56
714752,1026,696,349,-0.007715044324868359,1392,0.0002143648,0.01624749,-0.0051579661667346954,0.2,-4.798318073153496,0.14643221022561193,0.9552948474884033,0.123291015625,30.39035868,757.22
716800,1026,698,350,-0.009089149316423573,1396,0.0002142624,0.008936856,0.005046263337135315,0.2,-4.936341539025307,0.16807620879262686,0.9326696991920471,0.0865478515625,30.122319509999993,748.03
718848,1026,700,351,-0.010906725947279483,1400,0.00021416000000000002,0.007994239,0.010707162320613861,0.2,-4.868486151099205,0.2130100626964122,0.9455054998397827,0.07177734375,30.242083299999994,748.88
720896,1026,702,352,-0.009387145255459473,1404,0.00021405760000000002,0.0081301145,0.035954393446445465,0.2,-4.848168805241585,0.25395940942689776,0.9247865080833435,0.0799560546875,30.283067550000002,750.52
722944,1026,704,353,-0.005289673688821495,1408,0.0002139552,0.010897243,-0.005968037992715836,0.2,-4.910754069685936,0.14445079467259347,0.9553310871124268,0.0694580078125,30.270464950000004,752.15
724992,1026,706,354,-0.005386540069594048,1412,0.00021385280000000003,0.010281835,0.006527438759803772,0.2,-4.95687997341156,0.15575912245549262,0.9462833404541016,0.0899658203125,30.35308402,753.73
727040,1026,708,355,-0.009590917878085747,1416,0.00021375040000000002,0.006005573,0.011701956391334534,0.2,-4.955203428864479,0.16934164008125663,0.9368893504142761,0.0653076171875,30.494851060000002,754.96
729088,1025,710,356,-0.011120460607344285,1420,0.000213648,0.011422622,0.005723863840103149,0.2,-4.908518046140671,0.17718201130628586,0.9524669647216797,0.0802001953125,30.103839309999998,743.8
731136,1025,712,357,-0.010178908851230517,1424,0.0002135456,0.009980789,0.039977774024009705,0.2,-4.879765674471855,0.24677081080153584,0.9557917714118958,0.0855712890625,30.341950409999995,751.43
733184,1025,714,358,-0.00895780572318472,1428,0.0002134432,0.009653274,0.02877708151936531,0.2,-4.786201357841492,0.18586398707702756,0.9643180966377258,0.0665283203125,30.268402229999996,749.67
735232,1026,716,359,-0.008837359288008884,1432,0.0002133408,0.0065558525,-0.011786110699176788,0.2,-4.901208579540253,0.1648066621273756,0.95633465051651,0.059326171875,30.107910259999997,747.28
737280,1026,718,360,-0.005731106852181256,1436,0.0002132384,0.013335104,0.02052469179034233,0.2,-4.86184786260128,0.15259069646708667,0.9605624675750732,0.0985107421875,29.978269629999996,743.73
739328,1026,720,361,-0.010098837869009003,1440,0.000213136,0.008611704,-0.01839575171470642,0.2,-4.946828782558441,0.11919119348749518,0.9272710084915161,0.0970458984375,29.810087950000003,740.32
741376,1026,722,362,-0.009948888298822567,1444,0.0002130336,0.007896213,0.036064378917217255,0.2,-4.907490760087967,0.25303124636411667,0.9042120575904846,0.0770263671875,29.714973349999994,736.3
743424,1026,724,363,-0.010660436339094304,1448,0.00021293119999999998,0.009015843,0.0031171031296253204,0.2,-4.836791232228279,0.1513567310757935,0.9646756649017334,0.09326171875,29.796034419999998,740.95
745472,1026,726,364,-0.008249292761320248,1452,0.00021282879999999998,0.009170065,0.010013662278652191,0.2,-4.863133266568184,0.16867486550472677,0.9495062232017517,0.08154296875,29.817818309999996,739.27
747520,1026,728,365,-0.014208146538294386,1456,0.00021272640000000002,0.011011738,-0.017916683107614517,0.2,-4.850852310657501,0.12743323179893196,0.9621301889419556,0.121337890625,29.99606648,745.87
749568,1026,730,366,-0.009174391452688724,1460,0.00021262400000000002,0.009951651,0.017550364136695862,0.2,-4.842944622039795,0.163034190190956,0.9350855350494385,0.073974609375,30.06099445,752.91
751616,1026,732,367,-0.009952013118891045,1464,0.0002125216,0.008260741,-0.007866263389587402,0.2,-4.839225336909294,0.128813817165792,0.9645519256591797,0.12646484375,29.969577860000005,747.43
753664,1026,734,368,-0.00839998634182848,1468,0.0002124192,0.008294808,0.00910884141921997,0.2,-4.797756001353264,0.16334347845986485,0.9645934104919434,0.0992431640625,29.826286670000005,746.28
755712,1026,736,369,-0.011612997885094956,1472,0.0002123168,0.0142004825,0.027982860803604126,0.2,-4.799315646290779,0.20201686467044055,0.9331637620925903,0.101318359375,29.826286670000005,746.28
757760,1026,738,370,-0.006719647150021046,1476,0.0002122144,0.0076438473,-0.001139312982559204,0.2,-4.886120915412903,0.1537989394273609,0.8945322036743164,0.054443359375,29.9080088,751.78
759808,1026,740,371,-0.012442750477930531,1480,0.000212112,0.011450602,0.005073584616184235,0.2,-4.831323444843292,0.1400598578620702,0.9633509516716003,0.10498046875,29.80121182,747.96
761856,1026,742,372,-0.01104532161843963,1484,0.0002120096,0.008691978,-0.004887089133262634,0.2,-4.815813168883324,0.15464008413255215,0.9610167741775513,0.08837890625,29.760645949999997,746.33
763904,1026,744,373,-0.012705874207313173,1488,0.0002119072,0.010485512,-0.014454010874032974,0.2,-4.856684476137161,0.13891266053542495,0.9547411203384399,0.1016845703125,29.698277639999997,744.6
765952,1026,746,374,-0.01108614425174892,1492,0.0002118048,0.008546226,-0.011115863919258118,0.2,-4.837480276823044,0.13154325261712074,0.9562609195709229,0.0950927734375,29.61261135,744.43
768000,1026,748,375,-0.008380010665860027,1496,0.00021170240000000003,0.010315031,0.10653068125247955,0.2,-4.902224525809288,0.26271659787744284,0.8444875478744507,0.091064453125,29.579438630000006,741.63
770048,1026,750,376,-0.011458248627604917,1500,0.00021160000000000002,0.0077831205,-0.019566692411899567,0.2,-4.795084908604622,0.17392256087623537,0.9588574171066284,0.070068359375,29.604516070000003,745.54
772096,1026,752,377,-0.010495017893845215,1504,0.0002114976,0.0069423486,0.056456953287124634,0.2,-4.8263155072927475,0.23900821525603533,0.9357921481132507,0.0753173828125,29.604516070000003,745.54
774144,1026,754,378,-0.01039968928671442,1508,0.0002113952,0.009596361,-0.01584118977189064,0.2,-4.914325326681137,0.11742142518050969,0.9181082248687744,0.0721435546875,29.75370463,750.92
776192,1026,756,379,-0.009138841822277755,1512,0.0002112928,0.012408609,0.005939453840255737,0.2,-4.857065498828888,0.12698094290681183,0.9681285619735718,0.120849609375,29.82631372,752.48
778240,1026,758,380,-0.0079051366483327,1516,0.00021119040000000002,0.0068914634,0.01578458398580551,0.2,-4.855378702282906,0.1652270269114524,0.9570258855819702,0.0560302734375,29.722127160000003,751.85
780288,1026,760,381,-0.009786609138245694,1520,0.000211088,0.007383218,0.006234820932149887,0.2,-4.775779098272324,0.13465600460767746,0.9717801809310913,0.076171875,29.722127160000003,751.85
782336,1026,762,382,-0.010922572197159752,1524,0.0002109856,0.009670164,-0.022835951298475266,0.2,-4.967209041118622,0.10842023557052016,0.9015466570854187,0.0733642578125,29.74149164,752.49
784384,1026,764,383,-0.013957343835500069,1528,0.0002108832,0.012457472,0.029413975775241852,0.2,-4.833272039890289,0.16365929576568305,0.9441195726394653,0.1197509765625,29.679150480000004,752.09
786432,1026,766,384,-0.010669269773643464,1532,0.00021078079999999999,0.0099688675,0.025037862360477448,0.2,-4.828659206628799,0.1960568195208907,0.9312823414802551,0.0919189453125,29.7631127,754.65
788480,1026,768,385,-0.006932413292815909,1536,0.0002106784,0.013909063,-0.013230197131633759,0.2,-4.790595173835754,0.12617212277837098,0.9575912952423096,0.1219482421875,29.832695220000005,763.55
790528,1026,770,386,-0.008503864213707857,1540,0.000210576,0.009766279,-0.022145874798297882,0.2,-4.800866454839706,0.12706512724980712,0.971706748008728,0.088623046875,29.887064849999998,764.47
792576,1026,772,387,-0.010786266750073992,1544,0.0002104736,0.009309216,0.0321459025144577,0.2,-4.733750522136688,0.21936557395383716,0.9459102749824524,0.108642578125,30.003385199999997,771.09
794624,1026,774,388,-0.0114118110795971,1548,0.0002103712,0.011200362,0.0026234611868858337,0.2,-4.8922955095767975,0.22236590599641204,0.9111282825469971,0.0921630859375,30.076219749999996,775.67
796672,1026,776,389,-0.009768559844815172,1552,0.0002102688,0.010819867,0.02090449631214142,0.2,-4.713413268327713,0.19073599623516202,0.9563608169555664,0.086181640625,30.076219749999996,775.67
798720,1026,778,390,-0.010391259711468592,1556,0.0002101664,0.008324792,0.034432463347911835,0.2,-4.831568583846092,0.18550883186981082,0.9335873126983643,0.081298828125,30.093359810000003,777.56
800768,1026,780,391,-0.01016438084479887,1560,0.000210064,0.010610178,-0.006250664591789246,0.2,-4.86360177397728,0.13210784853436053,0.9436034560203552,0.0797119140625,30.10174334,775.61
802816,1026,782,392,-0.009688246849691495,1564,0.0002099616,0.008394761,-0.03878863900899887,0.2,-4.872598335146904,0.11771797947585583,0.9459542036056519,0.0841064453125,29.962347879999992,774.33
804864,1026,784,393,-0.005358580514439382,1568,0.0002098592,0.008708548,0.02444463223218918,0.2,-4.684783473610878,0.16144436178728938,0.9603736996650696,0.0770263671875,29.936978989999997,773.84
806912,1026,785,394,-0.010421102138934657,1572,0.0002097568,0.011382764,0.03636498749256134,0.2,-4.730171501636505,0.19093533069826663,0.9362189769744873,0.0982666015625,30.01285629,777.23
808960,1026,787,395,-0.01230357974418439,1576,0.00020965439999999998,0.01023761,-0.004921048879623413,0.2,-4.81691811978817,0.14571242220699787,0.937721848487854,0.088134765625,30.442474979999997,786.23
811008,1026,790,396,-0.01468061498599127,1580,0.00020955200000000003,0.010762639,-1.4215707778930664e-05,0.2,-4.729336231946945,0.14187154779210687,0.9686776995658875,0.0889892578125,30.164585579999997,777.68
813056,1026,792,397,-0.010724921216024086,1584,0.00020944960000000002,0.010368252,0.009648963809013367,0.2,-4.703876569867134,0.1502481319475919,0.969920814037323,0.0889892578125,30.225110370000007,779.38
815104,1026,794,398,-0.008754117239732295,1588,0.00020934720000000001,0.0082613155,-0.004234418272972107,0.2,-4.679743871092796,0.1647864633705467,0.9439632296562195,0.0823974609375,30.465588550000003,786.23
817152,1026,796,399,-0.010891619196627289,1592,0.0002092448,0.009354139,-0.00029869750142097473,0.2,-4.75021193921566,0.16005802573636174,0.957018256187439,0.08203125,30.58417332,784.67
819200,1026,797,400,-0.006150840315967798,1596,0.0002091424,0.0075497655,-0.013672210276126862,0.2,-4.599083691835403,0.13613891159184277,0.9714238047599792,0.0611572265625,30.58417332,784.67
821248,1026,800,401,-0.009831167859374546,1600,0.00020904000000000002,0.008980456,-0.005091503262519836,0.2,-4.797591179609299,0.1321278812829405,0.9362914562225342,0.0860595703125,30.50405291,781.52
823296,1026,802,402,-0.009291809110436589,1604,0.0002089376,0.0083958665,-0.02172049507498741,0.2,-4.832056865096092,0.1043321609031409,0.9646466374397278,0.083984375,30.54470796,781.19
825344,1026,804,403,-0.009072423723409884,1608,0.0002088352,0.010380917,0.0032978132367134094,0.2,-4.8510559648275375,0.1452941291499883,0.9626020193099976,0.0950927734375,30.551670140000002,777.29
827392,1026,806,404,-0.00876859029813204,1612,0.0002087328,0.011413442,0.020440295338630676,0.2,-4.769499644637108,0.16509021050296724,0.9617335200309753,0.1259765625,30.41618143,771.43
829440,1026,807,405,-0.010789184147142805,1616,0.0002086304,0.0070977705,-0.01619626209139824,0.2,-4.8554287403821945,0.1655204112175852,0.9471557140350342,0.083740234375,30.517225959999998,776.29
831488,1026,809,406,-0.009928655781550333,1620,0.000208528,0.007749401,-0.005259521305561066,0.2,-4.776281878352165,0.16405659285373986,0.9662857055664062,0.086669921875,30.697185029999996,780.84
833536,1026,811,407,-0.01145561778685078,1624,0.0002084256,0.009599466,-0.019110094755887985,0.2,-4.768114969134331,0.12845446448773146,0.9682925343513489,0.0782470703125,30.64398065,779.91
835584,1026,813,408,-0.011749380471883342,1628,0.0002083232,0.008621646,0.021191120147705078,0.2,-4.806305423378944,0.21790406107902527,0.9211127161979675,0.104248046875,30.608201639999997,777.93
