time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/policy_gradient_loss,train/n_updates,train/learning_rate,train/approx_kl,train/loss,train/clip_range,train/entropy_loss,train/value_loss,train/explained_variance,train/clip_fraction,rollout/ep_rew_mean,rollout/ep_len_mean
4165632,1023,4070,2034,-0.006249399273656309,8132,4.182079999999999e-05,0.0057206396,0.1464279741048813,0.2,-4.360590323805809,0.3136353939771652,0.8911882638931274,0.030517578125,49.64531007999999,906.99
4167680,1023,4072,2035,-0.008046398259466514,8136,4.171839999999999e-05,0.0051664747,0.055519670248031616,0.2,-4.307232648134232,0.3663804489187896,0.9386644959449768,0.0435791015625,49.51149417,905.17
4169728,1023,4074,2036,-0.006160979872220196,8140,4.161599999999999e-05,0.003331414,0.09236805140972137,0.2,-4.274575024843216,0.32263845577836037,0.9368236064910889,0.032470703125,49.51499364999999,903.41
4171776,1023,4076,2037,-0.006215995737875346,8144,4.1513600000000015e-05,0.0072111688,0.13770705461502075,0.2,-4.2499677538871765,0.44523223396390676,0.8784003257751465,0.03662109375,49.804411499999986,908.82
4173824,1023,4078,2038,-0.004118689088500105,8148,4.141120000000001e-05,0.0058629033,0.10843367874622345,0.2,-4.370186194777489,0.4167746715247631,0.8859397172927856,0.035400390625,49.61991980999999,906.1
4175872,1023,4080,2039,-0.004090397385880351,8152,4.130880000000001e-05,0.005364868,0.10352212190628052,0.2,-4.340745851397514,0.3720242101699114,0.9090832471847534,0.0267333984375,49.548437410000005,905.89
4177920,1023,4082,2040,-0.004765829129610211,8156,4.1206400000000006e-05,0.0042713988,0.14458951354026794,0.2,-4.347354501485825,0.40433800918981433,0.8686398267745972,0.039306640625,49.69009519000001,910.14
4179968,1023,4084,2041,-0.006761494936654344,8160,4.1104000000000005e-05,0.0044982354,0.13105922937393188,0.2,-4.365593031048775,0.3692789440974593,0.8999792337417603,0.043701171875,49.56776618,906.83
4182016,1023,4086,2042,-0.004991913592675701,8164,4.10016e-05,0.00850435,0.10113735496997833,0.2,-4.421152666211128,0.32092895079404116,0.8946440815925598,0.0576171875,50.14394047999999,914.64
4184064,1023,4089,2043,-0.007430593279423192,8168,4.0899199999999996e-05,0.0074500563,0.12904733419418335,0.2,-4.365368068218231,0.395761433057487,0.9164564609527588,0.0606689453125,50.46930234999999,918.12
4186112,1023,4091,2044,-0.005860458972165361,8172,4.0796799999999995e-05,0.004416677,0.057107195258140564,0.2,-4.249130040407181,0.2874685567803681,0.9495773315429688,0.024658203125,50.46930234999999,918.12
4188160,1023,4093,2045,-0.007224639586638659,8176,4.0694399999999994e-05,0.003457503,0.0419219508767128,0.2,-4.222971796989441,0.26583868311718106,0.9117770791053772,0.044921875,50.14750971999999,911.53
4190208,1023,4095,2046,-0.007451680619851686,8180,4.059199999999999e-05,0.0073776525,0.13428765535354614,0.2,-4.361840188503265,0.34622744424268603,0.8733372688293457,0.0438232421875,50.200035989999996,912.96
4192256,1023,4097,2047,-0.0078036951599642634,8184,4.0489599999999986e-05,0.006167992,0.08229245245456696,0.2,-4.403820797801018,0.3906921986490488,0.8533962368965149,0.0419921875,49.965977759999994,905.76
4194304,1023,4099,2048,-0.005024891870561987,8188,4.038720000000001e-05,0.0040699844,0.13787326216697693,0.2,-4.368752107024193,0.38525934237986803,0.9070928692817688,0.0302734375,49.959938460000004,908.37
4196352,1023,4101,2049,-0.006251964427065104,8192,4.028480000000001e-05,0.0036107562,0.09446249902248383,0.2,-4.3483771830797195,0.3313645306043327,0.9265139698982239,0.020263671875,49.926477160000005,906.85
4198400,1023,4103,2050,-0.006189799722051248,8196,4.018240000000001e-05,0.0052886326,0.04364694282412529,0.2,-4.297653406858444,0.29525828640908003,0.9132088422775269,0.0289306640625,49.79768452000001,905.53
4200448,1023,4105,2051,-0.005254641640931368,8200,4.008e-05,0.004087694,0.18006274104118347,0.2,-4.434994339942932,0.44870892725884914,0.8950852751731873,0.015380859375,49.88443993999999,907.56
4202496,1023,4107,2052,-0.005358506736229174,8204,3.99776e-05,0.0039171893,0.11469396948814392,0.2,-4.337198927998543,0.35570871364325285,0.9483324289321899,0.01708984375,50.21568558999999,913.53
4204544,1023,4109,2053,-0.007013072143308818,8208,3.98752e-05,0.0049046027,0.10651485621929169,0.2,-4.2511982917785645,0.3822485087439418,0.9025196433067322,0.0350341796875,50.52853340999998,919.9
4206592,1023,4111,2054,-0.003754988225409761,8212,3.97728e-05,0.005325252,0.07719245553016663,0.2,-4.3101484924554825,0.4138919487595558,0.885779857635498,0.031494140625,50.208203940000004,914.22
4208640,1023,4113,2055,-0.004425774546689354,8216,3.967039999999999e-05,0.0053238883,0.15135610103607178,0.2,-4.340568795800209,0.49950779136270285,0.8786956071853638,0.0357666015625,50.25586690999999,913.13
4210688,1023,4115,2056,-0.0024386930308537558,8220,3.956799999999999e-05,0.0054968577,0.14886167645454407,0.2,-4.3209788501262665,0.4742343807592988,0.9096486568450928,0.0341796875,49.76719855999999,903.59
4212736,1023,4117,2057,-0.00675643356225919,8224,3.946559999999999e-05,0.0049671032,0.07057443261146545,0.2,-4.262726575136185,0.26807690504938364,0.9540797472000122,0.02685546875,49.80640107999999,905.14
4214784,1023,4119,2058,-0.004880145832430571,8228,3.936319999999999e-05,0.0043102056,0.057106245309114456,0.2,-4.292222514748573,0.3110096799209714,0.9080080389976501,0.0208740234375,49.99475837999999,908.16
4216832,1023,4121,2059,-0.004262092901626602,8232,3.9260800000000015e-05,0.004659375,0.18818949162960052,0.2,-4.383164748549461,0.5612828843295574,0.8222079873085022,0.02734375,50.119076330000006,910.9
4218880,1023,4123,2060,-0.006615655627683736,8236,3.915840000000001e-05,0.0030928175,0.18314224481582642,0.2,-4.347207188606262,0.5158893475309014,0.8934198021888733,0.0211181640625,50.15956531,911.61
4220928,1023,4125,2061,-0.006099807942518964,8240,3.905600000000001e-05,0.003726125,0.1646672636270523,0.2,-4.331924185156822,0.5118255419656634,0.8859646916389465,0.0155029296875,50.15956531,911.61
4222976,1023,4127,2062,-0.007910843647550792,8244,3.8953600000000006e-05,0.0064467858,0.08866162598133087,0.2,-4.304212272167206,0.3749157665297389,0.8844178915023804,0.0379638671875,50.32312228999999,912.43
4225024,1023,4129,2063,-0.005521705083083361,8248,3.8851200000000005e-05,0.003186347,0.14094878733158112,0.2,-4.348437607288361,0.44265459291636944,0.8991568088531494,0.04345703125,49.86535821,908.5
4227072,1023,4131,2064,-0.006478158451500349,8252,3.87488e-05,0.005690136,0.12502847611904144,0.2,-4.320002719759941,0.4430301748216152,0.9432003498077393,0.0584716796875,49.77099039000001,909.75
4229120,1023,4133,2065,-0.009017088654218242,8256,3.8646399999999996e-05,0.0071009174,0.08397246897220612,0.2,-4.172478348016739,0.369634791277349,0.9441073536872864,0.041748046875,49.77099039000001,909.75
4231168,1023,4135,2066,-0.006404146522982046,8260,3.8543999999999996e-05,0.003568209,0.08052302151918411,0.2,-4.215031862258911,0.39743705932050943,0.867292046546936,0.0252685546875,49.52043232,905.68
4233216,1023,4137,2067,-0.005994634208036587,8264,3.8441599999999995e-05,0.0044850386,0.16177380084991455,0.2,-4.331764370203018,0.425798162817955,0.8256227970123291,0.0233154296875,49.09258079,899.19
4235264,1023,4139,2068,-0.0058747148141264915,8268,3.8339199999999994e-05,0.005622185,0.174063578248024,0.2,-4.421800598502159,0.47362042497843504,0.8819830417633057,0.0311279296875,48.579957730000004,887.75
4237312,1023,4141,2069,-0.008212355634896085,8272,3.8236799999999986e-05,0.0040042363,0.08263855427503586,0.2,-4.44476380944252,0.32410365249961615,0.957318902015686,0.0203857421875,49.01742342000001,893.51
4239360,1023,4143,2070,-0.004331275893491693,8276,3.813440000000001e-05,0.0031664101,0.05190209299325943,0.2,-4.273587808012962,0.2592070852406323,0.9564008712768555,0.0379638671875,49.21605524,896.82
4241408,1023,4145,2071,-0.006474786045146175,8280,3.803200000000001e-05,0.0048419572,0.1076124757528305,0.2,-4.309315204620361,0.44076818227767944,0.8833086490631104,0.02978515625,49.138687659999995,895.62
4243456,1023,4147,2072,-0.006952488954993896,8284,3.792960000000001e-05,0.0056329304,0.14942431449890137,0.2,-4.343116462230682,0.4638301460072398,0.8843713998794556,0.0411376953125,49.18286332,896.57
4245504,1023,4149,2073,-0.003927838479285128,8288,3.782720000000001e-05,0.0065815174,0.16951346397399902,0.2,-4.392720580101013,0.40792795456945896,0.9213615655899048,0.04931640625,49.18286332,896.57
4247552,1023,4151,2074,-0.005244484986178577,8292,3.77248e-05,0.0045005498,0.15019188821315765,0.2,-4.348545670509338,0.39067200664430857,0.873870849609375,0.023193359375,49.287926080000005,896.08
4249600,1023,4153,2075,-0.004402238817419857,8296,3.76224e-05,0.007804267,0.14987996220588684,0.2,-4.500785708427429,0.48386446852236986,0.8325427174568176,0.0478515625,49.218374569999995,894.09
4251648,1023,4155,2076,-0.003592175038647838,8300,3.752e-05,0.006561322,0.15902358293533325,0.2,-4.405905440449715,0.43586885184049606,0.9079933762550354,0.051513671875,48.91704305000001,891.66
4253696,1023,4157,2077,-0.005874566501006484,8304,3.74176e-05,0.0028139488,0.09811732918024063,0.2,-4.337857514619827,0.3189000338315964,0.9514086842536926,0.0172119140625,49.09530887000001,894.96
4255744,1023,4159,2078,-0.00520839070668444,8308,3.731519999999999e-05,0.003868346,0.061504535377025604,0.2,-4.266604319214821,0.25254764780402184,0.9385335445404053,0.031982421875,48.93054747,891.41
4257792,1023,4161,2079,-0.007122518494725227,8312,3.721279999999999e-05,0.0041436395,0.12445522099733353,0.2,-4.191148519515991,0.39341528341174126,0.9164450168609619,0.031494140625,49.24461238,896.05
4259840,1023,4163,2080,-0.0032128584571182728,8316,3.711039999999999e-05,0.0041848677,0.23015835881233215,0.2,-4.234132423996925,0.49896160047501326,0.8595690727233887,0.0291748046875,49.24461238,896.05
4261888,1023,4165,2081,-0.004593320292769931,8320,3.7008000000000016e-05,0.0040488383,0.17750462889671326,0.2,-4.348139360547066,0.47084922064095736,0.7739207148551941,0.018310546875,48.9932234,890.68
4263936,1023,4167,2082,-0.0030595839489251375,8324,3.6905600000000015e-05,0.010129495,0.14331206679344177,0.2,-4.398039385676384,0.5063967648893595,0.8763772249221802,0.0638427734375,49.244640010000005,892.26
4265984,1023,4169,2083,-0.006661451101535931,8328,3.680320000000001e-05,0.0056205457,0.13827677071094513,0.2,-4.204647034406662,0.3951652115210891,0.9319746494293213,0.04833984375,49.48041605,894.35
4268032,1023,4171,2084,-0.006893860889249481,8332,3.6700800000000006e-05,0.0048285034,0.04806835949420929,0.2,-4.205284580588341,0.2567970030941069,0.9481401443481445,0.0367431640625,49.38930945999999,890.98
4270080,1023,4173,2085,-0.005172563134692609,8336,3.6598400000000005e-05,0.0059205256,0.1746463179588318,0.2,-4.206336751580238,0.4994751503691077,0.9110016226768494,0.0382080078125,49.38930945999999,890.98
4272128,1023,4175,2086,-0.007028492836980149,8340,3.6496000000000004e-05,0.0038541206,0.13458126783370972,0.2,-4.377334028482437,0.41977536026388407,0.877839207649231,0.0198974609375,49.030740800000004,884.91
4274176,1023,4177,2087,-0.0035739532322622836,8344,3.6393599999999997e-05,0.003736366,0.12088055908679962,0.2,-4.337622404098511,0.40299175027757883,0.9242966771125793,0.0303955078125,49.030740800000004,884.91
4276224,1023,4179,2088,-0.007690011523663998,8348,3.6291199999999996e-05,0.005196696,0.15820786356925964,0.2,-4.3155587911605835,0.4625364476814866,0.8964744210243225,0.0391845703125,49.33148547,889.05
4278272,1023,4181,2089,-0.007281182071892545,8352,3.6188799999999995e-05,0.00829643,0.07622284442186356,0.2,-4.2870626747608185,0.32565479446202517,0.9211224317550659,0.056884765625,49.048068510000014,884.66
4280320,1023,4183,2090,-0.007101359136868268,8356,3.6086399999999994e-05,0.0044281646,0.13845966756343842,0.2,-4.240212336182594,0.3949358994141221,0.9161948561668396,0.0338134765625,49.09260527000001,885.71
4282368,1023,4185,2091,-0.005139221277204342,8360,3.5983999999999986e-05,0.003856713,0.12681838870048523,0.2,-4.267545089125633,0.40740171913057566,0.8867502808570862,0.0201416015625,48.84944163000001,880.98
4284416,1023,4187,2092,-0.008108670139336027,8364,3.588160000000001e-05,0.005945844,0.10980145633220673,0.2,-4.245115980505943,0.39875258784741163,0.9106500744819641,0.0517578125,48.83000490000001,879.23
4286464,1023,4189,2093,-0.004603303605108522,8368,3.577920000000001e-05,0.0040964903,0.10269606113433838,0.2,-4.241997182369232,0.4054088154807687,0.9198027849197388,0.0430908203125,48.517917819999994,874.64
4288512,1023,4191,2094,-0.0038822767965029925,8372,3.567680000000001e-05,0.0046596345,0.15163622796535492,0.2,-4.269691661000252,0.48033873923122883,0.8666274547576904,0.0355224609375,48.439286440000004,872.35
4290560,1023,4193,2095,-0.00027147697983309627,8376,3.557440000000001e-05,0.007048729,0.11432678997516632,0.2,-4.312414333224297,0.4460964435711503,0.8881582021713257,0.04443359375,48.409294790000004,871.19
4292608,1023,4195,2096,-0.006162453268188983,8380,3.5472e-05,0.0064461697,0.1103467047214508,0.2,-4.36945104598999,0.36211538268253207,0.9025505185127258,0.032958984375,47.88852345999999,862.44
4294656,1023,4197,2097,-0.00299884335254319,8384,3.53696e-05,0.005554127,0.16429975628852844,0.2,-4.294199585914612,0.4853375246748328,0.9318913221359253,0.0350341796875,47.620428479999994,859.48
4296704,1023,4199,2098,-0.007763311026792508,8388,3.52672e-05,0.007027087,0.09522813558578491,0.2,-4.25602725148201,0.44997054897248745,0.9164548516273499,0.0367431640625,48.214712410000004,869.65
4298752,1023,4201,2099,-0.007345890888245776,8392,3.51648e-05,0.004588774,0.0736447423696518,0.2,-4.227483183145523,0.32198727782815695,0.9194931983947754,0.01806640625,47.88498912,863.87
4300800,1023,4203,2100,-0.006867420568596572,8396,3.506239999999999e-05,0.0075107384,0.15655477344989777,0.2,-4.310724496841431,0.47714517265558243,0.8589820265769958,0.0408935546875,47.93734605999999,864.07
4302848,1023,4205,2101,-0.0065599445515545085,8400,3.495999999999999e-05,0.00546855,0.17607030272483826,0.2,-4.29053995013237,0.5230057202279568,0.8737378120422363,0.03173828125,47.943940559999994,864.4
4304896,1023,4207,2102,-0.00502270451397635,8404,3.485759999999999e-05,0.006092492,0.11445599794387817,0.2,-4.31252084672451,0.4998316029086709,0.8543067574501038,0.0357666015625,47.600816910000006,858.75
4306944,1023,4209,2103,-0.005572118941927329,8408,3.4755200000000016e-05,0.005451915,0.09047628194093704,0.2,-4.362787500023842,0.37164102122187614,0.9133530259132385,0.0263671875,47.85896429,863.79
4308992,1023,4211,2104,-0.004764723176776897,8412,3.4652800000000015e-05,0.0038280115,0.14872881770133972,0.2,-4.388350740075111,0.4369415985420346,0.8967464566230774,0.0172119140625,47.53766073,859.8
4311040,1023,4213,2105,-0.0056132742029149085,8416,3.455040000000001e-05,0.004846523,0.07808785885572433,0.2,-4.2764153480529785,0.36614839918911457,0.9337995052337646,0.0302734375,47.71839048,863.56
4313088,1023,4215,2106,-0.005976262291369494,8420,3.4448000000000006e-05,0.0058731935,0.09499777108430862,0.2,-4.3378522247076035,0.3657918693497777,0.896492600440979,0.04443359375,48.180372209999994,872.75
4315136,1023,4217,2107,-0.0033968797797570005,8424,3.4345600000000005e-05,0.0027163099,0.13372986018657684,0.2,-4.330818608403206,0.39842131175100803,0.8978698253631592,0.0086669921875,48.15346740000001,870.05
4317184,1023,4219,2108,-0.005217347032157704,8428,3.4243200000000004e-05,0.0036455765,0.14973515272140503,0.2,-4.299882590770721,0.383989374153316,0.934377908706665,0.0352783203125,48.405576980000006,872.18
4319232,1023,4221,2109,-0.004276215826394036,8432,3.41408e-05,0.00353136,0.14740248024463654,0.2,-4.227651983499527,0.43138161674141884,0.8983564972877502,0.028076171875,48.405576980000006,872.18
4321280,1023,4223,2110,-0.005951624480076134,8436,3.4038399999999996e-05,0.006734229,0.11203654855489731,0.2,-4.153811305761337,0.33507373556494713,0.8973075747489929,0.0404052734375,48.65292772,876.54
4323328,1023,4225,2111,-0.005911513086175546,8440,3.3935999999999995e-05,0.0067872424,0.07924571633338928,0.2,-4.257653012871742,0.3666269425302744,0.8903120160102844,0.0482177734375,49.035524110000004,880.32
4325376,1023,4227,2112,-0.0011910025787074119,8444,3.3833599999999994e-05,0.0029216113,0.2612791657447815,0.2,-4.327196925878525,0.5396289424970746,0.8812724351882935,0.01708984375,48.428553089999994,869.84
4327424,1023,4229,2113,-0.002764935910818167,8448,3.3731199999999986e-05,0.007769049,0.1365039348602295,0.2,-4.329616487026215,0.42259599920362234,0.9149847626686096,0.048095703125,48.16523125,864.24
4329472,1023,4231,2114,-0.009801037609577179,8452,3.3628799999999985e-05,0.0058861636,0.09238072484731674,0.2,-4.17541691660881,0.2856702390126884,0.9602534770965576,0.037841796875,48.42887900000001,868.7
4331520,1023,4233,2115,-0.0067641396599356085,8456,3.352640000000001e-05,0.00413942,0.07699038833379745,0.2,-4.129274934530258,0.3568182229064405,0.937936007976532,0.02783203125,48.388068329999996,867.9
4333568,1023,4235,2116,-0.0063954700890462846,8460,3.342400000000001e-05,0.0034436868,0.17366841435432434,0.2,-4.098016977310181,0.46970406733453274,0.9091880321502686,0.0169677734375,47.91795118999998,861.1
4335616,1023,4237,2117,-0.00563138269353658,8464,3.332160000000001e-05,0.0061063566,0.2122078835964203,0.2,-4.154416248202324,0.541785828769207,0.8745197057723999,0.0404052734375,47.823457379999994,859.28
4337664,1023,4239,2118,-0.0013283616863191128,8468,3.32192e-05,0.0063047623,0.11378514766693115,0.2,-4.25925986468792,0.5169158056378365,0.9155370593070984,0.051025390625,47.388900969999995,849.98
4339712,1023,4241,2119,-0.003545777522958815,8472,3.31168e-05,0.0050190873,0.21300247311592102,0.2,-4.190972924232483,0.5219675814732909,0.9066253900527954,0.0357666015625,47.388900969999995,849.98
4341760,1023,4243,2120,-0.006753620837116614,8476,3.30144e-05,0.0042389687,0.18117129802703857,0.2,-4.191488996148109,0.4377413811162114,0.8804841637611389,0.0245361328125,47.188387000000006,846.69
4343808,1023,4245,2121,-0.00611690417281352,8480,3.2912e-05,0.004352537,0.13704365491867065,0.2,-4.341446161270142,0.5337296137586236,0.9147247076034546,0.021240234375,47.08319895999999,846.08
4345856,1023,4247,2122,-0.005031321808928624,8484,3.28096e-05,0.002438726,0.11492664366960526,0.2,-4.237042650580406,0.4899621605873108,0.9390397667884827,0.01025390625,46.93904221,844.64
4347904,1023,4249,2123,-0.0055884186731418595,8488,3.270719999999999e-05,0.004532964,0.18700706958770752,0.2,-4.1485626101493835,0.4108984712511301,0.9331218600273132,0.02099609375,46.61318852,838.76
4349952,1023,4251,2124,-0.005576244177063927,8492,3.260479999999999e-05,0.006834423,0.14174211025238037,0.2,-4.201761022210121,0.4587765233591199,0.8825252056121826,0.04052734375,46.203312620000005,832.74
4352000,1023,4253,2125,-0.002647376590175554,8496,3.250239999999999e-05,0.003164687,0.3115444779396057,0.2,-4.294442072510719,0.6013223547488451,0.8711689710617065,0.025390625,45.933375919999996,828.88
4354048,1023,4255,2126,-0.004613094468368217,8500,3.2400000000000015e-05,0.0030115817,0.24490787088871002,0.2,-4.352155655622482,0.5225507421419024,0.8728928565979004,0.017822265625,45.82607925,827.46
4356096,1023,4257,2127,-0.007262743078172207,8504,3.229760000000001e-05,0.003320618,0.06404953449964523,0.2,-4.226971417665482,0.34059446305036545,0.9385931491851807,0.013671875,46.09009721,831.89
4358144,1023,4259,2128,-0.0033280314091825858,8508,3.2195200000000006e-05,0.0028225912,0.06800615787506104,0.2,-4.222010537981987,0.29361995961517096,0.9195166230201721,0.02099609375,46.1741471,832.5
4360192,1023,4261,2129,-0.007191451877588406,8512,3.2092800000000006e-05,0.010088169,0.13785910606384277,0.2,-4.3302517384290695,0.4292402844876051,0.8830941915512085,0.0552978515625,46.02239549,831.02
4362240,1023,4263,2130,-0.005575646413490176,8516,3.1990400000000005e-05,0.0046778503,0.09787259995937347,0.2,-4.279110789299011,0.3407945791259408,0.9419293403625488,0.0301513671875,45.93096897,829.25
4364288,1023,4265,2131,-0.005810236558318138,8520,3.1888000000000004e-05,0.004873976,0.1446707397699356,0.2,-4.2339914590120316,0.35107964836061,0.9335554242134094,0.0216064453125,46.13708924,834.01
4366336,1023,4267,2132,-0.005409409001003951,8524,3.1785599999999996e-05,0.0042491267,0.16312266886234283,0.2,-4.2666493356227875,0.47216930892318487,0.9006331562995911,0.0179443359375,46.07715217999999,832.85
4368384,1023,4270,2133,-0.005844712839461863,8528,3.1683199999999995e-05,0.003388185,0.12291228026151657,0.2,-4.233147472143173,0.38313451036810875,0.9211500287055969,0.0186767578125,45.702317269999995,826.51
4370432,1023,4272,2134,-0.006908756535267457,8532,3.1580799999999994e-05,0.005504939,0.08044344186782837,0.2,-4.262999325990677,0.3599971290677786,0.9097806215286255,0.0433349609375,45.638487000000005,825.49
4372480,1023,4274,2135,-0.004982377387932502,8536,3.147839999999999e-05,0.00393347,0.26418536901474,0.2,-4.165226384997368,0.5545649686828256,0.9079156517982483,0.0321044921875,45.43309312000001,822.47
4374528,1023,4276,2136,-0.006257801825995557,8540,3.1375999999999986e-05,0.0038009523,0.10467002540826797,0.2,-4.156307473778725,0.3912922013550997,0.8878538608551025,0.0150146484375,45.76318828,828.01
4376576,1023,4278,2137,-0.006663008622126654,8544,3.127360000000001e-05,0.0046863835,0.06338007003068924,0.2,-4.188604846596718,0.3862125789746642,0.9029433727264404,0.02392578125,45.863451999999995,829.35
4378624,1023,4280,2138,-0.0041848058317555115,8548,3.117120000000001e-05,0.0043424596,0.29263851046562195,0.2,-4.309310793876648,0.5727951489388943,0.8760643005371094,0.026123046875,46.062900739999996,831.58
4380672,1022,4282,2139,-0.006225998717127368,8552,3.106880000000001e-05,0.0036354451,0.1618632972240448,0.2,-4.2676171362400055,0.5145163340494037,0.9122852087020874,0.03125,45.896336409999996,828.08
4382720,1022,4284,2140,-0.0028451230318751186,8556,3.096640000000001e-05,0.0046582106,0.11851589381694794,0.2,-4.213853091001511,0.3862184537574649,0.9403119087219238,0.024169921875,45.868197679999994,827.53
4384768,1022,4286,2141,-0.005946335833868943,8560,3.0864e-05,0.004463924,0.07932345569133759,0.2,-4.254855051636696,0.35235370649024844,0.9197834134101868,0.026611328125,45.791328060000005,826.03
4386816,1022,4288,2142,-0.0038221232462092303,8564,3.07616e-05,0.0064669936,0.0722256600856781,0.2,-4.260470524430275,0.37612387258559465,0.8972428441047668,0.03759765625,45.53527867,820.2
4388864,1022,4290,2143,-0.005488758732099086,8568,3.06592e-05,0.002339399,0.1252976506948471,0.2,-4.254578202962875,0.2970624743029475,0.9440945386886597,0.0146484375,45.36454782999999,815.23
4390912,1022,4292,2144,-0.005374146800022572,8572,3.05568e-05,0.0059871683,0.08060719817876816,0.2,-4.157405108213425,0.3091506203636527,0.9377676248550415,0.028076171875,44.78788019999999,804.7
4392960,1022,4294,2145,-0.007040208874968812,8576,3.0454399999999994e-05,0.006524702,0.16205690801143646,0.2,-4.169720888137817,0.354507427662611,0.9080109000205994,0.042236328125,44.45790961000001,797.8
4395008,1022,4296,2146,-0.0049483725160826,8580,3.035199999999999e-05,0.0034757275,0.16568627953529358,0.2,-4.193828463554382,0.41152733843773603,0.9129704833030701,0.0198974609375,44.45790961000001,797.8
4397056,1022,4298,2147,-0.002782439551083371,8584,3.024959999999999e-05,0.0062477263,0.2506362795829773,0.2,-4.2362503707408905,0.6594673674553633,0.812192440032959,0.0322265625,44.308716970000006,795.86
4399104,1022,4300,2148,-0.0031568099657306448,8588,3.0147200000000012e-05,0.0034606573,0.16458705067634583,0.2,-4.3132821917533875,0.4383302256464958,0.8583319783210754,0.0198974609375,43.980972060000006,791.39
4401152,1022,4302,2149,-0.005224835185799748,8592,3.004480000000001e-05,0.00514082,0.11388888955116272,0.2,-4.229299694299698,0.4535910850390792,0.9471478462219238,0.052490234375,44.58037286,798.78
4403200,1022,4304,2150,-0.006081079802243039,8596,2.994240000000001e-05,0.0034872238,0.10708892345428467,0.2,-4.308344259858131,0.3924008924514055,0.9249089360237122,0.0218505859375,44.54504035,798.86
4405248,1022,4306,2151,-0.006008639436913654,8600,2.9840000000000006e-05,0.0026939993,0.10407380014657974,0.2,-4.214013829827309,0.39640177693217993,0.9392000436782837,0.020263671875,44.858881000000004,803.29
4407296,1022,4308,2152,-0.0020711007819045335,8604,2.9737600000000005e-05,0.002700218,0.1719985455274582,0.2,-4.20432385802269,0.4795536529272795,0.9170440435409546,0.033935546875,45.21238544,808.21
4409344,1022,4310,2153,-0.0029173301882110536,8608,2.96352e-05,0.002125333,0.17371872067451477,0.2,-4.259090885519981,0.4456560770049691,0.9197272062301636,0.0135498046875,45.09891264,806.78
4411392,1022,4312,2154,-0.001413195946952328,8612,2.95328e-05,0.009269132,0.1681942641735077,0.2,-4.376938119530678,0.5987061411142349,0.8119291067123413,0.046142578125,44.323908409999994,793.02
4413440,1022,4314,2155,-0.003938522087992169,8616,2.9430399999999995e-05,0.006144614,0.1182035356760025,0.2,-4.287799030542374,0.4427914572879672,0.9366694092750549,0.0311279296875,44.47465055,795.76
4415488,1022,4316,2156,-0.003219673759303987,8620,2.9327999999999994e-05,0.0057798587,0.07930884510278702,0.2,-4.2134690284729,0.3431237251497805,0.9235275387763977,0.0286865234375,44.58452914,798.14
4417536,1022,4318,2157,-0.0031541135103907436,8624,2.922559999999999e-05,0.0042855334,0.0976453572511673,0.2,-4.295962437987328,0.40172888711094856,0.9143133759498596,0.02294921875,44.93811699999999,803.61
4419584,1022,4320,2158,-0.003675041312817484,8628,2.912319999999999e-05,0.005720746,0.19860920310020447,0.2,-4.408728078007698,0.5034020468592644,0.8958695530891418,0.02978515625,45.29415890999999,809.74
4421632,1022,4322,2159,-0.0040696423093322664,8632,2.9020800000000015e-05,0.0029138953,0.11379875242710114,0.2,-4.371993571519852,0.33716889936476946,0.9475575089454651,0.010009765625,44.877426330000006,804.06
4423680,1022,4324,2160,-0.0054648767109028995,8636,2.891840000000001e-05,0.0057039084,0.07796620577573776,0.2,-4.249503865838051,0.35290220379829407,0.9392232894897461,0.0242919921875,44.92310655,803.03
4425728,1022,4326,2161,-0.0050564890407258645,8640,2.881600000000001e-05,0.0066036335,0.11774484813213348,0.2,-4.2211874127388,0.3957318151369691,0.9273717403411865,0.0340576171875,44.92310655,803.03
4427776,1022,4328,2162,-0.005820764636155218,8644,2.8713600000000006e-05,0.00459312,0.15878556668758392,0.2,-4.33378766477108,0.5497413966804743,0.8183690905570984,0.023681640625,45.05954889999999,804.98
4429824,1022,4330,2163,-0.005169206371647306,8648,2.8611200000000005e-05,0.0054776194,0.13711129128932953,0.2,-4.295214593410492,0.4234096594154835,0.8619407415390015,0.02734375,44.568671589999994,799.41
4431872,1022,4332,2164,-0.005983067836496048,8652,2.85088e-05,0.0058222995,0.13096299767494202,0.2,-4.353827953338623,0.37917020358145237,0.9094273447990417,0.031982421875,44.92838834,806.52
4433920,1022,4334,2165,-0.0038323157787090167,8656,2.84064e-05,0.00446782,0.15130606293678284,0.2,-4.411123886704445,0.4355256240814924,0.9183541536331177,0.0423583984375,45.161768620000004,810.32
4435968,1022,4336,2166,-0.0053558483778033406,8660,2.8303999999999995e-05,0.0024626488,0.10677731037139893,0.2,-4.284564167261124,0.3339800601825118,0.9443064332008362,0.0184326171875,45.58173291,816.58
4438016,1022,4338,2167,-0.0030146311037242413,8664,2.8201599999999994e-05,0.0022888458,0.17250382900238037,0.2,-4.336045786738396,0.39592589251697063,0.931941032409668,0.0146484375,45.58707572,817.59
4440064,1022,4340,2168,-0.005346122692571953,8668,2.809919999999999e-05,0.004280778,0.19267266988754272,0.2,-4.287975400686264,0.5306342616677284,0.9163327813148499,0.0263671875,45.13651466000001,810.36
