time/iterations,time/time_elapsed,time/fps,time/total_timesteps,train/approx_kl,train/learning_rate,train/policy_gradient_loss,train/clip_fraction,train/entropy_loss,train/value_loss,train/n_updates,train/clip_range,train/explained_variance,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean
361,717,1030,739328,0.011165104,0.000426272,-0.010701117105782032,0.160400390625,-4.608395040035248,0.16785475588403642,1440,0.15,0.9459320306777954,-0.0024743974208831787,681.42,29.55821639
362,719,1030,741376,0.011927177,0.0004260672,-0.015826755596208386,0.1912841796875,-4.537473231554031,0.10466185421682894,1444,0.15,0.9793880581855774,-0.01580001413822174,682.41,29.644495679999995
363,721,1031,743424,0.012038022,0.00042586239999999997,-0.014581960742361844,0.1829833984375,-4.578865930438042,0.14656826527789235,1448,0.15,0.9570263028144836,-0.012297257781028748,689.25,30.056235300000004
364,722,1031,745472,0.0115984585,0.00042565759999999995,-0.014719212020281702,0.183349609375,-4.575797155499458,0.10082770162262022,1452,0.15,0.9744383096694946,-0.019551947712898254,688.74,30.014724930000007
365,724,1031,747520,0.014623359,0.00042545280000000005,-0.014413310462259687,0.2550048828125,-4.5993891060352325,0.12471186276525259,1456,0.15,0.9597541689872742,-0.02504921704530716,688.95,29.977533790000006
366,726,1031,749568,0.013556684,0.00042524800000000003,-0.014791437628446147,0.1861572265625,-4.607280805706978,0.1649624165147543,1460,0.15,0.9502973556518555,0.008693583309650421,691.49,30.085378459999998
367,728,1031,751616,0.010289783,0.0004250432,-0.01224519133393187,0.173583984375,-4.578148692846298,0.1031677988357842,1464,0.15,0.9782163500785828,-0.03504306077957153,698.53,30.295767819999995
368,730,1031,753664,0.012305265,0.0004248384,-0.010632018762407824,0.19775390625,-4.546386018395424,0.12363838264718652,1468,0.15,0.9735386371612549,-0.021420080214738846,700.09,30.404061329999994
369,732,1031,755712,0.011927374,0.0004246336,-0.014507734711514786,0.184814453125,-4.646704271435738,0.11688494239933789,1472,0.15,0.947589635848999,-0.03906494379043579,701.48,30.526341990000006
370,734,1031,757760,0.011905368,0.0004244288,-0.015014417236670852,0.18212890625,-4.550693035125732,0.11911693285219371,1476,0.15,0.9612101912498474,-0.010920695960521698,700.7,30.46963544
371,736,1031,759808,0.011984596,0.000424224,-0.011849691101815552,0.2237548828125,-4.581189721822739,0.13765989150851965,1480,0.15,0.9560338854789734,-0.006827622652053833,704.66,30.65546129
372,738,1031,761856,0.013916269,0.0004240192,-0.015283049579011276,0.212158203125,-4.549473017454147,0.13000188767910004,1484,0.15,0.9659788608551025,-0.010075416415929794,708.23,30.79071294
373,740,1031,763904,0.011805829,0.0004238144,-0.010889294600929134,0.204345703125,-4.4667491018772125,0.11911122896708548,1488,0.15,0.97480309009552,-0.016997840255498886,709.5,30.82001896
374,742,1031,765952,0.012619987,0.0004236096,-0.01921747377491556,0.1981201171875,-4.5596906542778015,0.10772454622201622,1492,0.15,0.959933876991272,-0.03585371375083923,708.45,30.923022959999997
375,745,1030,768000,0.014113816,0.00042340480000000006,-0.013413228327408433,0.2015380859375,-4.546349689364433,0.11545279948040843,1496,0.15,0.9505104422569275,-0.024391207844018936,711.75,31.000914939999998
376,746,1030,770048,0.013078103,0.00042320000000000004,-0.01376208069268614,0.1978759765625,-4.431790828704834,0.08708087517879903,1500,0.15,0.9780088663101196,-0.035265229642391205,712.67,31.040922379999998
377,748,1030,772096,0.011003647,0.0004229952,-0.010525446647079661,0.218505859375,-4.54078234732151,0.1205530280712992,1504,0.15,0.9584678411483765,-0.021827608346939087,712.74,31.102767229999998
378,750,1030,774144,0.011869321,0.0004227904,-0.013074972739559598,0.20263671875,-4.353091910481453,0.10229045245796442,1508,0.15,0.9791018962860107,-0.035289473831653595,711.29,31.065559210000007
379,752,1031,776192,0.012497233,0.0004225856,-0.015288173919543624,0.207275390625,-4.442268803715706,0.10575873591005802,1512,0.15,0.9665417075157166,-0.03937586769461632,711.29,31.065559210000007
380,754,1030,778240,0.012539569,0.00042238080000000003,-0.015231974481139332,0.1953125,-4.4665252566337585,0.10895492625422776,1516,0.15,0.9323690533638,-0.020442359149456024,703.25,30.80572013
381,757,1030,780288,0.012237981,0.000422176,-0.01411442132666707,0.2015380859375,-4.47055958211422,0.12722288654185832,1520,0.15,0.9594540596008301,-0.021552789956331253,704.31,30.84694089
382,759,1030,782336,0.015869567,0.0004219712,-0.01970861543668434,0.2021484375,-4.462612554430962,0.1414895853959024,1524,0.15,0.9510327577590942,-0.026565592736005783,702.73,30.89700373
383,761,1030,784384,0.012746796,0.0004217664,-0.015200944821117446,0.20458984375,-4.402288466691971,0.1288081358652562,1528,0.15,0.9747672080993652,-0.01308806985616684,701.44,30.92604919
384,763,1030,786432,0.012283552,0.00042156159999999997,-0.0149778357881587,0.1822509765625,-4.443956330418587,0.12745022750459611,1532,0.15,0.9643372893333435,-0.023715663701295853,704.89,30.997495619999995
385,765,1030,788480,0.009552638,0.0004213568,-0.012951144919497892,0.158935546875,-4.486506313085556,0.11265710089355707,1536,0.15,0.9581075310707092,-0.015780609101057053,699.42,30.82102961
386,767,1030,790528,0.012551319,0.000421152,-0.015186782373348251,0.1884765625,-4.459596335887909,0.11102003348059952,1540,0.15,0.9608497619628906,-0.0271056666970253,698.24,30.792133200000002
387,769,1030,792576,0.014895689,0.0004209472,-0.014992196855018847,0.2294921875,-4.453188702464104,0.11483840807341039,1544,0.15,0.9605244398117065,-0.021683041006326675,693.08,30.510548509999992
388,771,1030,794624,0.015684877,0.0004207424,-0.014727893460076302,0.2071533203125,-4.389352098107338,0.13559096190147102,1548,0.15,0.9692834615707397,-0.013684026896953583,698.78,30.604194269999994
389,772,1030,796672,0.013343696,0.0004205376,-0.015730223763966933,0.2052001953125,-4.355362847447395,0.13364890008233488,1552,0.15,0.9651317596435547,-0.022095005959272385,697.0,30.580864049999995
390,774,1030,798720,0.014253246,0.0004203328,-0.013897826749598607,0.19091796875,-4.473396107554436,0.17868499364703894,1556,0.15,0.93073970079422,0.016804367303848267,698.59,30.72680494
391,776,1030,800768,0.016747309,0.000420128,-0.015089197404449806,0.202392578125,-4.520032688975334,0.1512943748384714,1560,0.15,0.9481047987937927,-0.001010119915008545,698.33,30.68067719
392,778,1030,802816,0.013663202,0.0004199232,-0.01615131983999163,0.2130126953125,-4.523231819272041,0.10836865217424929,1564,0.15,0.9632253050804138,-0.03869306668639183,697.52,30.585358199999995
393,780,1030,804864,0.012818845,0.0004197184,-0.012947680384968407,0.1990966796875,-4.468512415885925,0.13217060710303485,1568,0.15,0.9627102613449097,-0.024751916527748108,699.24,30.66226267999999
394,782,1030,806912,0.014843961,0.0004195136,-0.016667893723933958,0.2271728515625,-4.452304348349571,0.10575709422118962,1572,0.15,0.9778239130973816,-0.04327831789851189,696.6,30.58136709
395,784,1030,808960,0.013925217,0.00041930879999999997,-0.012597470282344148,0.2120361328125,-4.4886010736227036,0.14330794219858944,1576,0.15,0.9583151340484619,-0.010503992438316345,698.72,30.667927239999997
396,786,1030,811008,0.016151275,0.00041910400000000006,-0.0184178096242249,0.247314453125,-4.514832705259323,0.12859293422661722,1580,0.15,0.9574323296546936,-0.013991020619869232,703.24,30.852831520000006
397,788,1030,813056,0.014296573,0.00041889920000000004,-0.01841122208861634,0.197021484375,-4.437391832470894,0.09759022505022585,1584,0.15,0.9734795093536377,-0.023244477808475494,701.0,30.741105730000005
398,790,1030,815104,0.009988869,0.00041869440000000003,-0.014130020077573135,0.174072265625,-4.46205273270607,0.1309147635474801,1588,0.15,0.9587387442588806,-0.009335838258266449,697.38,30.58618991000001
399,792,1030,817152,0.01149723,0.0004184896,-0.01263585027481895,0.175537109375,-4.439345493912697,0.1002816311083734,1592,0.15,0.9768977761268616,-0.022025704383850098,699.73,30.701460899999997
400,794,1030,819200,0.014520408,0.0004182848,-0.015732710337033495,0.2095947265625,-4.400963991880417,0.11216858634725213,1596,0.15,0.9753734469413757,-0.016340643167495728,697.17,30.607258139999995
401,796,1030,821248,0.012658999,0.00041808000000000004,-0.013990529434522614,0.1932373046875,-4.426618427038193,0.14024165784940124,1600,0.15,0.9511665105819702,-0.006924651563167572,692.28,30.460767119999996
402,798,1030,823296,0.012084917,0.0004178752,-0.013477156666340306,0.1942138671875,-4.4838898330926895,0.10595133271999657,1604,0.15,0.9692479968070984,-0.02260569855570793,692.77,30.53932663
403,800,1030,825344,0.013258111,0.0004176704,-0.013792420097161084,0.1971435546875,-4.415778696537018,0.13573045772500336,1608,0.15,0.9658323526382446,-0.0202334001660347,696.13,30.65679028
404,802,1030,827392,0.013704912,0.0004174656,-0.01497733817086555,0.1903076171875,-4.428238362073898,0.10415597818791866,1612,0.15,0.9726953506469727,-0.037507347762584686,694.45,30.651224000000003
405,805,1030,829440,0.012886733,0.0004172608,-0.014074764418182895,0.2071533203125,-4.463002577424049,0.1395824768114835,1616,0.15,0.9685963988304138,-0.0011097565293312073,694.49,30.743974630000004
406,807,1030,831488,0.016709346,0.000417056,-0.014461730257607996,0.214111328125,-4.406436651945114,0.16539986268617213,1620,0.15,0.9710223078727722,-0.012568645179271698,698.61,30.910105160000004
407,808,1030,833536,0.014025513,0.0004168512,-0.007163101196056232,0.2362060546875,-4.45584012567997,0.18134443880990148,1624,0.15,0.9471856355667114,0.009192738682031631,698.6,30.939517379999998
408,810,1030,835584,0.013116976,0.0004166464,-0.01232908756355755,0.191650390625,-4.478211805224419,0.18350914656184614,1628,0.15,0.9247850775718689,0.011673659086227417,699.42,30.912672380000004
409,812,1030,837632,0.009643904,0.00041644159999999997,-0.016365104340366088,0.1888427734375,-4.481164768338203,0.09482361562550068,1632,0.15,0.9619022011756897,-0.04139212518930435,699.42,30.912672380000004
410,814,1030,839680,0.013693256,0.0004162368,-0.01874278101604432,0.1978759765625,-4.503800213336945,0.12087602145038545,1636,0.15,0.9478890299797058,-0.01931789517402649,697.55,30.84799209
411,816,1030,841728,0.0103237135,0.00041603200000000004,-0.011502789740916342,0.185546875,-4.4762333780527115,0.2046387353911996,1640,0.15,0.9286553859710693,0.07206578552722931,699.87,31.00018057
412,818,1030,843776,0.010265445,0.00041582720000000003,-0.013149124701158144,0.1724853515625,-4.398409217596054,0.1293955899309367,1644,0.15,0.975872278213501,-0.03308558464050293,703.74,31.199823579999997
413,820,1030,845824,0.011972571,0.0004156224,-0.014739829144673422,0.1767578125,-4.4010937213897705,0.11742958938702941,1648,0.15,0.9745978116989136,-0.04110383987426758,703.74,31.199823579999997
414,822,1030,847872,0.010475337,0.0004154176,-0.012201076344354078,0.1839599609375,-4.432582765817642,0.22935075545683503,1652,0.15,0.8727736473083496,0.015110395848751068,705.71,31.243494169999998
415,824,1030,849920,0.013286851,0.0004152128,-0.015143177326535806,0.19873046875,-4.550893247127533,0.10237449267879128,1656,0.15,0.9376907348632812,-0.035949502140283585,711.91,31.46597196
416,826,1030,851968,0.014509519,0.000415008,-0.014439810998737812,0.2313232421875,-4.435163706541061,0.11128701060079038,1660,0.15,0.9644926190376282,-0.02414236217737198,710.33,31.51657664000001
417,828,1030,854016,0.012824305,0.0004148032,-0.01515086337167304,0.1964111328125,-4.4739744663238525,0.12302093161270022,1664,0.15,0.9764977097511292,-0.037342436611652374,711.26,31.784674240000005
418,831,1030,856064,0.010966565,0.00041459840000000005,-0.015332872048020363,0.19580078125,-4.478609547019005,0.1394524045754224,1668,0.15,0.9719851613044739,-0.010335776954889297,711.26,31.784674240000005
419,833,1030,858112,0.010791641,0.00041439360000000003,-0.016299609938869253,0.1824951171875,-4.512184023857117,0.12839461443945765,1672,0.15,0.9398667812347412,-0.0001466125249862671,711.26,31.784674240000005
420,835,1029,860160,0.01346476,0.0004141888,-0.013917678355937824,0.190185546875,-4.564947381615639,0.10042587458156049,1676,0.15,0.8485535979270935,-0.03862627223134041,709.8,31.797132340000005
421,837,1029,862208,0.011779811,0.00041398400000000005,-0.014080204942729324,0.205810546875,-4.543335273861885,0.09944658819586039,1680,0.15,0.958940327167511,-0.023615840822458267,706.39,31.77850146
422,839,1029,864256,0.014080684,0.00041377920000000004,-0.014345659670652822,0.21337890625,-4.478978410363197,0.22551594162359834,1684,0.15,0.9588447213172913,0.010198749601840973,711.55,31.978865770000002
423,841,1030,866304,0.01008016,0.0004135744,-0.016576494672335684,0.168212890625,-4.442751452326775,0.13760010665282607,1688,0.15,0.9705711007118225,-0.005256861448287964,707.76,31.88429192
424,842,1030,868352,0.011143787,0.0004133696,-0.015977653791196644,0.1917724609375,-4.509120017290115,0.1602231136057526,1692,0.15,0.9472033977508545,0.0036028623580932617,710.38,31.97876512
425,844,1030,870400,0.010252764,0.0004131648,-0.014908072946127504,0.1796875,-4.527478605508804,0.14122681063599885,1696,0.15,0.9459893107414246,-0.009726554155349731,711.82,32.07694654
426,846,1030,872448,0.011449188,0.00041296,-0.01759212775505148,0.1868896484375,-4.501949831843376,0.09185312688350677,1700,0.15,0.9418022632598877,-0.03305257856845856,713.11,32.15462431
427,848,1030,874496,0.012585761,0.0004127552,-0.013982704986119643,0.190673828125,-4.545044735074043,0.19821787253022194,1704,0.15,0.9051885008811951,-0.011090531945228577,714.54,32.19963863
428,850,1030,876544,0.01349325,0.0004125504,-0.016517504991497844,0.1884765625,-4.437043979763985,0.1088864803314209,1708,0.15,0.9755079746246338,-0.02669089287519455,717.61,32.23798137
429,852,1030,878592,0.014282242,0.0004123456,-0.016257416689768434,0.171142578125,-4.491901338100433,0.1662444605026394,1712,0.15,0.9598379135131836,-0.02668413519859314,723.99,32.372405539999995
430,854,1030,880640,0.01309152,0.00041214079999999997,-0.012833817629143596,0.2001953125,-4.428188353776932,0.15522522665560246,1716,0.15,0.9507216215133667,0.00012616068124771118,724.4,32.44041085
431,856,1030,882688,0.013653181,0.00041193599999999995,-0.01778119444497861,0.197265625,-4.4839934557676315,0.19065404729917645,1720,0.15,0.922045111656189,0.026349887251853943,724.44,32.36378866
432,858,1030,884736,0.013716077,0.00041173120000000005,-0.0175281999836443,0.231689453125,-4.483752399682999,0.11672183242626488,1724,0.15,0.96531742811203,-0.03968945890665054,724.76,32.34347278
433,860,1030,886784,0.014350727,0.00041152640000000003,-0.012324990384513512,0.1905517578125,-4.463749125599861,0.1393691652920097,1728,0.15,0.9521825313568115,-0.0017581507563591003,727.18,32.435260019999994
434,862,1030,888832,0.013617519,0.0004113216,-0.01772126366267912,0.21484375,-4.48134371638298,0.11633714195340872,1732,0.15,0.9602018594741821,-0.028796613216400146,732.37,32.65724023999999
435,864,1030,890880,0.014288476,0.0004111168,-0.015442890347912908,0.21435546875,-4.437560737133026,0.18203793349675834,1736,0.15,0.966181218624115,-0.010148786008358002,733.4,32.66555292
436,866,1029,892928,0.015323189,0.000410912,-0.01698354643303901,0.2158203125,-4.476243153214455,0.1515483430121094,1740,0.15,0.9583828449249268,-0.023825794458389282,735.92,32.7388239
437,868,1030,894976,0.01279689,0.0004107072,-0.015238692256389186,0.199462890625,-4.477659270167351,0.11552099417895079,1744,0.15,0.9673032164573669,-0.007763087749481201,739.15,32.878386559999996
438,870,1030,897024,0.011051084,0.0004105024,-0.01774686941644177,0.1671142578125,-4.525355845689774,0.11432911292649806,1748,0.15,0.9656634330749512,-0.029376670718193054,736.02,32.63110224
439,872,1030,899072,0.010825833,0.0004102976,-0.014952084340620786,0.2012939453125,-4.496325582265854,0.14803647808730602,1752,0.15,0.9598026275634766,-0.015391796827316284,737.31,32.617960430000004
440,874,1030,901120,0.013014864,0.0004100928,-0.018045624252408743,0.19873046875,-4.511520937085152,0.11281390185467899,1756,0.15,0.9670987129211426,-0.027125414460897446,736.52,32.61313623
441,876,1030,903168,0.01021025,0.000409888,-0.014878588932333514,0.18408203125,-4.5285167545080185,0.15512403170578182,1760,0.15,0.9443583488464355,-0.011042460799217224,737.23,32.52855711
442,879,1029,905216,0.01078685,0.00040968320000000006,-0.01759581596706994,0.1807861328125,-4.5068192929029465,0.10859025502577424,1764,0.15,0.9549134969711304,-0.02090788632631302,737.56,32.60186786
443,881,1029,907264,0.011768477,0.00040947840000000004,-0.014277034759288654,0.1888427734375,-4.509898066520691,0.18431179597973824,1768,0.15,0.9449735283851624,0.03264029324054718,739.5,32.573396900000006
444,883,1029,909312,0.011833191,0.0004092736,-0.01602810260374099,0.174560546875,-4.373553663492203,0.13560408190824091,1772,0.15,0.9731830358505249,-0.022948384284973145,740.41,32.510057829999994
445,885,1029,911360,0.012974784,0.0004090688,-0.012276872963411734,0.210205078125,-4.417480960488319,0.12037723860703409,1776,0.15,0.9680886268615723,-0.005974024534225464,739.73,32.512812399999994
446,886,1029,913408,0.012483897,0.000408864,-0.017230611148988828,0.189453125,-4.522256851196289,0.13321576942689717,1780,0.15,0.9411119818687439,-0.019507229328155518,742.7,32.5867083
447,888,1029,915456,0.011973934,0.00040865920000000003,-0.016227575586526655,0.1776123046875,-4.43604139983654,0.09522462356835604,1784,0.15,0.9661116003990173,-0.03234182298183441,741.89,32.55503857
448,890,1029,917504,0.011729428,0.0004084544,-0.014667939394712448,0.1783447265625,-4.460743188858032,0.13052692590281367,1788,0.15,0.9447467923164368,-0.02265159785747528,740.65,32.511141290000005
449,892,1029,919552,0.012577534,0.0004082496,-0.014508285588817671,0.182373046875,-4.462094813585281,0.11347028333693743,1792,0.15,0.9579983949661255,-0.017855733633041382,742.4,32.473777889999994
450,894,1029,921600,0.011647628,0.0004080448,-0.016439039318356663,0.1644287109375,-4.434131622314453,0.11683091893792152,1796,0.15,0.9790428280830383,-0.029095828533172607,745.51,32.51278151
451,897,1029,923648,0.012840448,0.00040783999999999997,-0.013383901736233383,0.197998046875,-4.37548403441906,0.12482421845197678,1800,0.15,0.9751642346382141,-0.028704732656478882,744.74,32.4710198
452,899,1029,925696,0.011274684,0.0004076352,-0.017014566401485354,0.1717529296875,-4.446036487817764,0.14246852067299187,1804,0.15,0.962544322013855,-0.03153422474861145,749.08,32.62514865
453,901,1029,927744,0.013667777,0.0004074304,-0.016452912881504744,0.20703125,-4.446559593081474,0.11278001987375319,1808,0.15,0.9552553296089172,-0.014150545001029968,750.81,32.74468341
454,903,1029,929792,0.011994071,0.0004072256,-0.018197759287431836,0.1837158203125,-4.5464038997888565,0.09375512762926519,1812,0.15,0.9508975744247437,-0.02982410043478012,750.5,32.751738
455,904,1029,931840,0.013489563,0.0004070208,-0.015605247433995828,0.2132568359375,-4.429912373423576,0.12795702111907303,1816,0.15,0.9758652448654175,-0.0033286139369010925,750.89,32.7944192
456,906,1029,933888,0.011931833,0.000406816,-0.016881077754078433,0.1749267578125,-4.492126569151878,0.1097012257669121,1820,0.15,0.966600775718689,-0.03639834374189377,751.01,32.91194805999999
457,908,1029,935936,0.011916369,0.00040661120000000004,-0.01856111254892312,0.1959228515625,-4.446757391095161,0.11958271590992808,1824,0.15,0.9766181111335754,-0.023745331913232803,755.16,32.9702794
458,910,1029,937984,0.014907479,0.0004064064,-0.020332816740847193,0.216796875,-4.397911638021469,0.15253086644224823,1828,0.15,0.9653884768486023,-0.014142096042633057,759.38,33.18873448
459,912,1029,940032,0.013671504,0.0004062016,-0.016793018876342103,0.1993408203125,-4.458518087863922,0.14704453758895397,1832,0.15,0.9623448252677917,-0.0070577338337898254,754.6,33.074585469999995
460,914,1029,942080,0.012503441,0.0004059968,-0.014627467899117619,0.195556640625,-4.475109562277794,0.1318297190591693,1836,0.15,0.9583056569099426,-0.009691249579191208,753.73,33.08433075
461,916,1029,944128,0.013534073,0.000405792,-0.01443615765310824,0.2059326171875,-4.507497742772102,0.10539703443646431,1840,0.15,0.968284547328949,-0.042429618537425995,756.28,33.118293279999996
462,918,1029,946176,0.013758292,0.00040558719999999996,-0.016037688808864914,0.217041015625,-4.497427135705948,0.12910152738913894,1844,0.15,0.9646078944206238,-0.025804493576288223,753.54,32.951124019999995
463,920,1029,948224,0.011893844,0.00040538240000000006,-0.017198647605255246,0.167236328125,-4.46926648914814,0.12113845814019442,1848,0.15,0.975689709186554,-0.037889689207077026,756.57,32.99005621
464,922,1029,950272,0.010416819,0.00040517760000000004,-0.015910670976154506,0.1756591796875,-4.49765083193779,0.11598562938161194,1852,0.15,0.9547914266586304,-0.02028656005859375,755.95,33.185217449999996
465,924,1029,952320,0.009348188,0.0004049728,-0.015691808017436415,0.1817626953125,-4.5332708060741425,0.10836874996311963,1856,0.15,0.9657426476478577,-0.03144590184092522,756.81,33.2437093
466,926,1029,954368,0.012367149,0.000404768,-0.013250693693407811,0.1912841796875,-4.4998694360256195,0.11865954496897757,1860,0.15,0.9538544416427612,-0.025097724050283432,755.51,33.238900400000006
467,928,1029,956416,0.012762818,0.0004045632,-0.016491036803927273,0.2379150390625,-4.57423709332943,0.18033285718411207,1864,0.15,0.9258595705032349,-0.02636091411113739,753.97,33.25496666
468,931,1029,958464,0.011638667,0.00040435840000000003,-0.01990220631705597,0.1966552734375,-4.524887949228287,0.10221591452136636,1868,0.15,0.9723303914070129,-0.0361362025141716,755.05,33.288729440000004
469,933,1029,960512,0.012721496,0.0004041536,-0.01838672225130722,0.193115234375,-4.463556796312332,0.11444887984544039,1872,0.15,0.9777994155883789,-0.03388858586549759,758.47,33.302091149999995
470,935,1029,962560,0.012992909,0.0004039488,-0.01769263480673544,0.197998046875,-4.463157743215561,0.10580472042784095,1876,0.15,0.9789454936981201,-0.03140704333782196,756.74,33.17753996
471,936,1029,964608,0.012875025,0.000403744,-0.01758283976232633,0.174560546875,-4.531672418117523,0.09960629267152399,1880,0.15,0.9706817269325256,-0.014913998544216156,754.82,33.17954487
472,938,1029,966656,0.013156695,0.0004035392,-0.01611884805606678,0.20068359375,-4.5422355234622955,0.16286026453599334,1884,0.15,0.938080906867981,-0.014504611492156982,756.85,33.22436742
473,940,1029,968704,0.013880662,0.0004033344,-0.01825665206706617,0.2010498046875,-4.484928011894226,0.08906352869234979,1888,0.15,0.9698309302330017,-0.038382478058338165,752.5,33.155221850000004
474,942,1029,970752,0.012163891,0.0004031296,-0.014881534385494888,0.207763671875,-4.530695676803589,0.14088606205768883,1892,0.15,0.9336674809455872,-0.010985288769006729,753.87,33.16097281
475,944,1029,972800,0.013302194,0.0004029248,-0.016154460710822605,0.1961669921875,-4.492263078689575,0.10820336919277906,1896,0.15,0.9792206883430481,-0.03706412762403488,761.17,33.505331610000006
476,946,1029,974848,0.01356197,0.00040271999999999997,-0.01570544161950238,0.21044921875,-4.400683626532555,0.1498510674573481,1900,0.15,0.9725399613380432,-0.004269160330295563,761.17,33.505331610000006
477,948,1029,976896,0.011142083,0.0004025152,-0.015733578067738563,0.2108154296875,-4.40532848238945,0.1322123077698052,1904,0.15,0.9658185839653015,-0.030257336795330048,761.13,33.52216437999999
478,950,1029,978944,0.014254915,0.00040231040000000004,-0.019786245131399482,0.2286376953125,-4.472529485821724,0.10655910382047296,1908,0.15,0.9520760178565979,-0.037305764853954315,759.22,33.54028046
479,952,1029,980992,0.014259906,0.00040210560000000003,-0.01901301191537641,0.2052001953125,-4.4552246034145355,0.10020008753053844,1912,0.15,0.9731897115707397,-0.032879721373319626,759.42,33.575128539999994
480,954,1029,983040,0.010846296,0.0004019008,-0.011020101490430534,0.1651611328125,-4.477946326136589,0.12748432043008506,1916,0.15,0.951903760433197,-0.015672340989112854,753.96,33.625650019999995
481,957,1029,985088,0.01329283,0.000401696,-0.016474731906782836,0.219482421875,-4.4615189135074615,0.15157701168209314,1920,0.15,0.9695484042167664,-0.0036432594060897827,756.89,33.73168803
482,959,1029,987136,0.014649546,0.0004014912,-0.01686396438162774,0.224853515625,-4.42902235686779,0.13244492863304913,1924,0.15,0.9692860245704651,-0.029423560947179794,758.91,33.81400815000001
483,961,1029,989184,0.014222449,0.0004012864,-0.017060465062968433,0.20068359375,-4.441627398133278,0.13885402400046587,1928,0.15,0.9552164673805237,-0.018433276563882828,762.31,34.03617688
484,962,1029,991232,0.0136680845,0.0004010816,-0.017207360797328874,0.2169189453125,-4.421980395913124,0.11501847370527685,1932,0.15,0.9612032771110535,-0.018287397921085358,762.44,34.18275675
485,964,1029,993280,0.016259123,0.00040087680000000004,-0.01972456867224537,0.19091796875,-4.449247181415558,0.1296227623242885,1936,0.15,0.9646683931350708,-0.03613346442580223,765.1,34.22492448
486,966,1029,995328,0.013643406,0.00040067200000000003,-0.016365120303817093,0.201904296875,-4.434567868709564,0.08792148483917117,1940,0.15,0.9757524132728577,-0.042814724147319794,763.32,34.212033219999995
487,968,1029,997376,0.015934773,0.0004004672,-0.018833156107575633,0.21435546875,-4.482579335570335,0.14833087706938386,1944,0.15,0.95401930809021,-0.022252708673477173,763.74,34.21290402
488,970,1029,999424,0.011688454,0.00040026240000000005,-0.014205194340320304,0.17822265625,-4.387156382203102,0.12620293768122792,1948,0.15,0.9685199856758118,-0.031117897480726242,761.91,34.19055628
489,972,1029,1001472,0.013517914,0.00040005760000000004,-0.014294722335762344,0.213134765625,-4.465742036700249,0.1252554953098297,1952,0.15,0.9486165046691895,-0.03206212818622589,768.22,34.427609409999995
490,974,1029,1003520,0.011978241,0.0003998528,-0.01648904720786959,0.221923828125,-4.440048322081566,0.1308901773300022,1956,0.15,0.9626887440681458,-0.018258877098560333,766.08,34.34157876
491,976,1029,1005568,0.013194773,0.000399648,-0.016023022850276902,0.1998291015625,-4.487140521407127,0.13602163433097303,1960,0.15,0.9688510894775391,-0.012759491801261902,768.87,34.230222379999994
492,978,1029,1007616,0.018032465,0.0003994432,-0.01782597874989733,0.2467041015625,-4.403756737709045,0.09723136061802506,1964,0.15,0.972590446472168,-0.04926071688532829,772.59,34.289370080000005
493,980,1029,1009664,0.011905557,0.0003992384,-0.017317415040452033,0.223388671875,-4.420792445540428,0.12023259559646249,1968,0.15,0.9689096808433533,-0.012292176485061646,773.69,34.35233954
494,983,1029,1011712,0.013021274,0.0003990336,-0.017860285865026526,0.2115478515625,-4.406879886984825,0.0802032039500773,1972,0.15,0.9720101952552795,-0.044822435826063156,779.05,34.37226640000001
495,984,1029,1013760,0.015254662,0.0003988288,-0.0167309588578064,0.2330322265625,-4.396661952137947,0.09602537367027253,1976,0.15,0.9734249711036682,-0.039967067539691925,779.82,34.42902687
496,986,1029,1015808,0.012371819,0.000398624,-0.016477379656862468,0.1898193359375,-4.385026335716248,0.1079602048266679,1980,0.15,0.9723074436187744,-0.030447393655776978,777.66,34.46844947
497,988,1029,1017856,0.011727469,0.00039841919999999997,-0.014987771079177037,0.196044921875,-4.425217851996422,0.1440527536906302,1984,0.15,0.9394611716270447,0.00610419362783432,781.37,34.54965955
498,990,1029,1019904,0.015578238,0.00039821439999999995,-0.01672994132968597,0.2274169921875,-4.3788639307022095,0.14508488215506077,1988,0.15,0.9636716842651367,-0.006871461868286133,788.24,34.82191783
499,992,1029,1021952,0.013424006,0.00039800960000000005,-0.01765022799372673,0.2232666015625,-4.423167452216148,0.10843816050328314,1992,0.15,0.9752660989761353,-0.022418178617954254,788.51,34.82644803
500,994,1029,1024000,0.016726427,0.00039780480000000003,-0.016589162725722417,0.2386474609375,-4.362867534160614,0.12199357058852911,1996,0.15,0.960300862789154,-0.016777444630861282,787.63,34.79920642
501,996,1029,1026048,0.015015206,0.0003976,-0.01723566939472221,0.2137451171875,-4.426754206418991,0.11654606321826577,2000,0.15,0.9467633366584778,-0.017850548028945923,787.88,34.79838009000001
502,998,1029,1028096,0.017053377,0.0003973952,-0.016476369055453688,0.2071533203125,-4.382338121533394,0.12000820459797978,2004,0.15,0.9633764624595642,-0.032181516289711,790.02,34.84143265
503,1000,1029,1030144,0.017942054,0.0003971904,-0.015861029314692132,0.242431640625,-4.378010705113411,0.0961924425791949,2008,0.15,0.968892514705658,-0.044494833797216415,792.64,34.931021810000004
