time/fps,time/iterations,time/total_timesteps,time/time_elapsed,train/approx_kl,rollout/ep_len_mean,train/learning_rate,rollout/ep_rew_mean,train/n_updates,train/explained_variance,train/loss,train/entropy_loss,train/policy_gradient_loss,train/clip_range,train/value_loss,train/clip_fraction
949,2419,4954112,5216,0.016440704,947.21,0.0001261984,55.73069026,9672,0.9237858057022095,-0.004925251007080078,-3.7106248810887337,-0.026893512811511755,0.15,0.24316637590527534,0.22021484375
949,2420,4956160,5218,0.01649132,938.53,0.00012614720000000002,55.23697755,9676,0.8915715217590332,0.02304236590862274,-3.705504857003689,-0.026635537782567553,0.15,0.2723801522515714,0.266357421875
949,2421,4958208,5221,0.020797258,941.07,0.000126096,55.23147770999998,9680,0.9400593042373657,-0.024700231850147247,-3.760615311563015,-0.03483493722160347,0.15,0.19454539753496647,0.2601318359375
949,2422,4960256,5223,0.018427268,936.7,0.00012604480000000002,54.86419289999999,9684,0.9219313263893127,-0.025938451290130615,-3.7170237004756927,-0.028748884476954117,0.15,0.25147724989801645,0.2447509765625
949,2423,4962304,5225,0.020262515,945.06,0.00012599359999999999,55.41174972999999,9688,0.9248462915420532,-0.018216967582702637,-3.7965336069464684,-0.02794308098964393,0.15,0.25676048919558525,0.2667236328125
949,2424,4964352,5227,0.017092593,943.47,0.0001259424,55.33431708,9692,0.9113391637802124,0.03911508619785309,-3.812087371945381,-0.031372326804557815,0.15,0.29955820459872484,0.213623046875
949,2425,4966400,5229,0.020363765,931.63,0.00012589119999999998,54.343302089999995,9696,0.8839271068572998,0.022637851536273956,-3.8097033202648163,-0.026068449049489573,0.15,0.3180336277000606,0.24951171875
949,2426,4968448,5231,0.018850889,937.38,0.00012584,54.61531525999999,9700,0.9131898880004883,0.030091695487499237,-3.7700283527374268,-0.023486988386139274,0.15,0.3088211133144796,0.2591552734375
949,2427,4970496,5233,0.017562764,946.48,0.0001257888,55.16917939,9704,0.9417938590049744,0.13854116201400757,-3.8897597044706345,-0.029570409620646387,0.15,0.3790244120173156,0.22998046875
949,2428,4972544,5236,0.019561553,951.27,0.00012573760000000002,55.55270047,9708,0.968199610710144,-0.039925701916217804,-3.8400691971182823,-0.03625030376133509,0.15,0.1540875097271055,0.255859375
949,2429,4974592,5238,0.020484487,943.4,0.00012568640000000002,55.002007270000014,9712,0.9207252264022827,-0.023301631212234497,-3.6759800612926483,-0.033665233437204733,0.15,0.2236892394721508,0.27099609375
949,2430,4976640,5240,0.021630002,943.4,0.0001256352,55.002007270000014,9716,0.8305255174636841,0.029206037521362305,-3.7341257631778717,-0.03059495400520973,0.15,0.3103466462343931,0.272216796875
949,2431,4978688,5242,0.016303625,934.32,0.000125584,54.43080805,9720,0.8550024628639221,0.025285251438617706,-3.7413545697927475,-0.03058152089943178,0.15,0.2538019954226911,0.2122802734375
949,2432,4980736,5244,0.02080666,940.73,0.0001255328,54.94181766000001,9724,0.928936779499054,0.08748584985733032,-3.9675048738718033,-0.02529973315540701,0.15,0.39465090446174145,0.2623291015625
949,2433,4982784,5246,0.020060502,939.1,0.0001254816,54.91006947000001,9728,0.9162341952323914,0.0761374682188034,-3.748709224164486,-0.024879642529413104,0.15,0.43010719306766987,0.2255859375
949,2434,4984832,5248,0.019077275,935.78,0.0001254304,54.69700386,9732,0.8656465411186218,0.009553015232086182,-3.735507994890213,-0.02898538179579191,0.15,0.3384647355414927,0.2763671875
949,2435,4986880,5251,0.01655576,935.36,0.0001253792,54.73276594,9736,0.9172533750534058,0.016880273818969727,-3.7137544006109238,-0.0296729730325751,0.15,0.28837006725370884,0.205322265625
949,2436,4988928,5253,0.015906395,942.6,0.000125328,55.19829139,9740,0.9547765254974365,-0.01827000081539154,-3.8222197964787483,-0.030884736333973706,0.15,0.2069429075345397,0.2266845703125
949,2437,4990976,5255,0.019171342,942.6,0.00012527679999999999,55.19829139,9744,0.9300246238708496,0.01775381714105606,-3.796373836696148,-0.027405012493545655,0.15,0.2822847096249461,0.2371826171875
949,2438,4993024,5257,0.019892622,942.45,0.00012522559999999998,54.95078364,9748,0.9463724493980408,0.020533636212348938,-3.838199682533741,-0.031220270524499938,0.15,0.27465187245979905,0.2584228515625
949,2439,4995072,5259,0.018789101,942.73,0.00012517440000000003,54.92335153,9752,0.9637772440910339,-0.027503713965415955,-3.786935470998287,-0.03505059897725005,0.15,0.17727435193955898,0.25732421875
949,2440,4997120,5261,0.021237709,939.98,0.0001251232,54.86449149,9756,0.9643494486808777,-0.034385837614536285,-3.8554456904530525,-0.03468556798179634,0.15,0.1621654957998544,0.23828125
949,2441,4999168,5264,0.01486074,938.31,0.00012507200000000002,54.787639760000005,9760,0.8621331453323364,0.057579413056373596,-3.8135201930999756,-0.027747355605242774,0.15,0.37348864506930113,0.223388671875
949,2442,5001216,5266,0.016158868,945.59,0.0001250208,55.468969040000005,9764,0.9339844584465027,-0.029810387641191483,-3.5597032755613327,-0.027129866008181125,0.15,0.18339216569438577,0.2235107421875
949,2443,5003264,5268,0.016655909,946.67,0.0001249696,55.34289011999999,9768,0.9294570684432983,0.037338338792324066,-3.7789586931467056,-0.02463361670379527,0.15,0.2924933936446905,0.211669921875
949,2444,5005312,5270,0.018470451,946.67,0.0001249184,55.34289011999999,9772,0.9176805019378662,0.03607085347175598,-3.7085251212120056,-0.026428369659697637,0.15,0.27225275384262204,0.266845703125
949,2445,5007360,5272,0.020371936,957.25,0.0001248672,55.93502344,9776,0.8634772896766663,-0.017837241291999817,-3.717485949397087,-0.029384807392489165,0.15,0.21926709916442633,0.24560546875
949,2446,5009408,5274,0.018081836,958.25,0.000124816,56.01045612000001,9780,0.8857850432395935,0.028017982840538025,-3.6844306886196136,-0.024366322060814127,0.15,0.3298023226670921,0.2509765625
949,2447,5011456,5277,0.017977405,950.95,0.0001247648,55.46606713,9784,0.8902627825737,0.02782958745956421,-3.864909127354622,-0.020967442105757073,0.15,0.34674343606457114,0.23876953125
949,2448,5013504,5279,0.015151617,954.89,0.0001247136,55.56848838,9788,0.9349493980407715,0.00623708963394165,-3.810534246265888,-0.02989161477307789,0.15,0.260227766353637,0.24853515625
949,2449,5015552,5281,0.016489502,961.33,0.00012466240000000002,55.96223741,9792,0.9253655076026917,0.006904736161231995,-3.880802147090435,-0.031094409670913592,0.15,0.3012778935953975,0.2210693359375
949,2450,5017600,5283,0.018379604,970.79,0.00012461120000000002,56.70809891999999,9796,0.8942108750343323,0.11085512489080429,-4.047425843775272,-0.02387473516864702,0.15,0.48768323194235563,0.224853515625
949,2451,5019648,5286,0.019489417,976.64,0.00012456000000000001,57.027515489999985,9800,0.9516950845718384,-0.0024269521236419678,-3.758351467549801,-0.03214723014389165,0.15,0.2692782864905894,0.23779296875
949,2452,5021696,5288,0.019340452,969.08,0.0001245088,56.293428229999996,9804,0.9358664751052856,0.015875764191150665,-3.8658107444643974,-0.026922800694592297,0.15,0.31502499897032976,0.2353515625
949,2453,5023744,5290,0.017377863,971.1,0.0001244576,56.48854690000001,9808,0.8914254903793335,-0.037341125309467316,-3.756628632545471,-0.034043270687107,0.15,0.19146201014518738,0.218505859375
949,2454,5025792,5292,0.015685787,980.73,0.0001244064,57.102539820000004,9812,0.8387433886528015,-0.03473290055990219,-3.7669124603271484,-0.03300218758522533,0.15,0.19096431927755475,0.2359619140625
949,2455,5027840,5294,0.016822958,976.88,0.0001243552,56.836560889999994,9816,0.9339067339897156,0.019706755876541138,-3.949009783565998,-0.025169367087073624,0.15,0.22438756516203284,0.2471923828125
949,2456,5029888,5296,0.016295174,976.45,0.000124304,56.792862109999994,9820,0.8947191834449768,0.10168856382369995,-3.7422008961439133,-0.026968615915393457,0.15,0.36163356341421604,0.2408447265625
949,2457,5031936,5298,0.017464586,979.63,0.0001242528,57.01342180999999,9824,0.9221529960632324,0.00017440319061279297,-3.7577738165855408,-0.028920445853145793,0.15,0.27060522558167577,0.244873046875
949,2458,5033984,5301,0.015354164,982.72,0.0001242016,57.20085859999999,9828,0.9094629883766174,0.015019141137599945,-3.664065107703209,-0.029931352808489464,0.15,0.2640064721927047,0.2509765625
949,2459,5036032,5303,0.015253261,988.19,0.0001241504,57.614388410000004,9832,0.9565045833587646,0.0024992674589157104,-3.584131933748722,-0.025148939865175635,0.15,0.22517356975004077,0.2017822265625
949,2460,5038080,5305,0.018791676,985.95,0.0001240992,57.359694130000015,9836,0.9577897787094116,0.007290877401828766,-3.744681015610695,-0.03200331234256737,0.15,0.2507624006830156,0.2232666015625
949,2461,5040128,5307,0.016109424,985.95,0.000124048,57.359694130000015,9840,0.9558084011077881,0.005583152174949646,-3.7881502360105515,-0.032287059468217194,0.15,0.20854225987568498,0.2269287109375
949,2462,5042176,5309,0.016297879,973.46,0.0001239968,56.69200835000001,9844,0.8537456393241882,-0.020512916147708893,-3.6751654148101807,-0.03214232189930044,0.15,0.261140578892082,0.2200927734375
949,2463,5044224,5311,0.020039883,977.23,0.0001239456,56.880359010000014,9848,0.8603694438934326,0.07064667344093323,-3.6967209354043007,-0.02395218121819198,0.15,0.45343567756935954,0.250732421875
949,2464,5046272,5314,0.019740399,976.21,0.0001238944,56.703634930000014,9852,0.8859004974365234,0.014055699110031128,-3.804697073996067,-0.02476590548758395,0.15,0.3028036723844707,0.26953125
949,2465,5048320,5316,0.017834302,967.93,0.0001238432,56.05332558,9856,0.9354913234710693,-0.011993810534477234,-3.6898789182305336,-0.02880481324973516,0.15,0.22579528065398335,0.24462890625
949,2466,5050368,5318,0.018491086,968.44,0.000123792,55.93103513,9860,0.9729117155075073,-0.03018513321876526,-3.818565756082535,-0.03334843734046444,0.15,0.17186471773311496,0.2437744140625
949,2467,5052416,5320,0.017973546,971.6,0.0001237408,56.09377441000001,9864,0.9698540568351746,-0.016276061534881592,-3.5686481669545174,-0.03167423396371305,0.15,0.15923936176113784,0.2637939453125
949,2468,5054464,5322,0.016353838,974.1,0.0001236896,56.38061738000001,9868,0.8919743299484253,-0.00027713924646377563,-3.6419478729367256,-0.03185995403327979,0.15,0.27632797323167324,0.256103515625
949,2469,5056512,5324,0.012615159,971.62,0.0001236384,56.212072340000006,9872,0.9455657601356506,0.016367927193641663,-3.7930727005004883,-0.027997052820865065,0.15,0.2585646347142756,0.197021484375
949,2470,5058560,5327,0.01827029,968.59,0.00012358720000000002,56.09490205,9876,0.9668862223625183,-0.023574627935886383,-3.698289282619953,-0.03210410347674042,0.15,0.2002875367179513,0.2291259765625
949,2471,5060608,5329,0.018161869,977.93,0.00012353600000000002,56.61162216,9880,0.9463219046592712,-0.03372598811984062,-3.7013908848166466,-0.03118767263367772,0.15,0.2206164002418518,0.2471923828125
949,2472,5062656,5331,0.014123404,975.4,0.00012348480000000001,56.35877813000001,9884,0.897689938545227,0.07153733819723129,-3.8477869853377342,-0.026613063557306305,0.15,0.41280122101306915,0.1973876953125
949,2473,5064704,5333,0.018409103,980.19,0.0001234336,56.818666529999994,9888,0.9215032458305359,0.02342497557401657,-3.8009962886571884,-0.02311856680898927,0.15,0.3039927133359015,0.2288818359375
949,2474,5066752,5335,0.016388364,970.9,0.0001233824,56.318333239999994,9892,0.9328740835189819,0.0031725168228149414,-3.625935271382332,-0.033021096445736475,0.15,0.2507315264083445,0.2254638671875
949,2475,5068800,5338,0.018553797,965.35,0.0001233312,55.992201459999976,9896,0.9380825161933899,-0.021562829613685608,-3.575918547809124,-0.028879365083412267,0.15,0.23973986320197582,0.22119140625
949,2476,5070848,5340,0.015903233,966.0,0.00012328,56.08748691000001,9900,0.9443949460983276,-0.024371273815631866,-3.753771163523197,-0.03240340584306978,0.15,0.2043474642559886,0.2401123046875
949,2477,5072896,5342,0.0149168335,971.11,0.0001232288,56.464028230000004,9904,0.9369059205055237,-0.0018038898706436157,-3.723359152674675,-0.021488892831257544,0.15,0.2679598736576736,0.2281494140625
949,2478,5074944,5344,0.019894995,984.66,0.0001231776,57.52669461000001,9908,0.9438676238059998,-0.0016734451055526733,-3.810439445078373,-0.02295301464619115,0.15,0.2913484354503453,0.2510986328125
949,2479,5076992,5346,0.020670177,982.03,0.0001231264,57.30556499,9912,0.9652247428894043,-0.018780142068862915,-3.797207362949848,-0.028151681064628065,0.15,0.23396544391289353,0.2540283203125
949,2480,5079040,5349,0.018995183,975.9,0.0001230752,56.74640774999999,9916,0.9010466933250427,0.03233371675014496,-3.7353198155760765,-0.026149080134928226,0.15,0.306653194129467,0.2579345703125
949,2481,5081088,5351,0.019645529,978.34,0.000123024,56.956408589999995,9920,0.8398672342300415,0.0308932363986969,-3.71029569208622,-0.025956167984986678,0.15,0.3002731236629188,0.2615966796875
949,2482,5083136,5353,0.01795643,978.34,0.0001229728,56.956408589999995,9924,0.8707275390625,8.672475814819336e-05,-3.684007190167904,-0.025897088315105066,0.15,0.35487632919102907,0.2337646484375
949,2483,5085184,5355,0.018022297,977.36,0.0001229216,56.82353961,9928,0.9246470928192139,0.002120859920978546,-3.6448294445872307,-0.030737864202819765,0.15,0.23221323685720563,0.249267578125
949,2484,5087232,5357,0.020341692,969.82,0.0001228704,56.25839053999999,9932,0.8814974427223206,0.0129622220993042,-3.6053763180971146,-0.0261906695086509,0.15,0.33204578422009945,0.2802734375
949,2485,5089280,5359,0.017165754,962.32,0.0001228192,55.75634741999999,9936,0.8626316785812378,-0.003050006926059723,-3.7392465099692345,-0.02388686509220861,0.15,0.25543425185605884,0.285400390625
949,2486,5091328,5362,0.016843438,975.18,0.000122768,56.92451498,9940,0.945185124874115,0.026472456753253937,-3.809252306818962,-0.02765904404805042,0.15,0.3373427474871278,0.216796875
949,2487,5093376,5364,0.01726082,978.63,0.00012271679999999998,57.065640040000005,9944,0.9598095417022705,-0.013061732053756714,-3.788008287549019,-0.02967060792434495,0.15,0.27225597435608506,0.239990234375
949,2488,5095424,5366,0.014961008,978.63,0.0001226656,57.065640040000005,9948,0.961506187915802,-0.03654761612415314,-3.6289030238986015,-0.03307804436190054,0.15,0.14547165809199214,0.2213134765625
949,2489,5097472,5368,0.015365355,970.25,0.0001226144,56.374882670000005,9952,0.8224151134490967,0.033631764352321625,-3.6770340502262115,-0.02987928007496521,0.15,0.30367419496178627,0.2139892578125
949,2490,5099520,5370,0.021724185,972.62,0.00012256320000000003,56.58386921000001,9956,0.8616054654121399,0.06292470544576645,-3.6806615963578224,-0.01900770426436793,0.15,0.320265487767756,0.2593994140625
949,2491,5101568,5373,0.01544714,973.85,0.00012251200000000002,56.61169386,9960,0.9050922393798828,0.021702513098716736,-3.722706712782383,-0.025545674667228013,0.15,0.2935335082001984,0.2298583984375
949,2492,5103616,5375,0.019392494,970.15,0.00012246080000000002,56.41643226,9964,0.9520260095596313,-0.04254591464996338,-3.8189466893672943,-0.0363647643243894,0.15,0.18253407976590097,0.2301025390625
949,2493,5105664,5377,0.016339693,970.37,0.00012240960000000001,56.373302280000004,9968,0.9362823367118835,-0.005312070250511169,-3.8193012103438377,-0.034305679495446384,0.15,0.24127531610429287,0.2259521484375
949,2494,5107712,5379,0.01684498,973.75,0.0001223584,56.56718304,9972,0.8533358573913574,0.04867801070213318,-3.6332856193184853,-0.02621357113821432,0.15,0.3430942981503904,0.2474365234375
949,2495,5109760,5381,0.014916213,972.93,0.0001223072,56.697103569999996,9976,0.9113109707832336,0.048267096281051636,-3.6691443473100662,-0.023842448834329844,0.15,0.3769853478297591,0.188232421875
949,2496,5111808,5384,0.01556813,974.09,0.000122256,56.826868420000004,9980,0.9392563104629517,0.04358115792274475,-3.9257135465741158,-0.025937537822755985,0.15,0.32654315419495106,0.224609375
949,2497,5113856,5386,0.021458227,975.62,0.0001222048,56.86052898,9984,0.9193267226219177,0.054697975516319275,-3.762171171605587,-0.020169814466498792,0.15,0.35518604796379805,0.2835693359375
949,2498,5115904,5388,0.020098098,971.19,0.0001221536,56.48343865999998,9988,0.9402433633804321,-0.004649370908737183,-3.8674583807587624,-0.029426744033116847,0.15,0.28250639513134956,0.2615966796875
949,2499,5117952,5390,0.016049568,969.03,0.0001221024,56.340494689999986,9992,0.9117476940155029,0.02917800098657608,-3.8673257008194923,-0.027541850286070257,0.15,0.32485137367621064,0.21435546875
949,2500,5120000,5392,0.014184311,972.58,0.0001220512,56.75655520999999,9996,0.8930298686027527,0.002283155918121338,-3.7551176846027374,-0.023192036038381048,0.15,0.3097847392782569,0.204833984375
949,2501,5122048,5394,0.015482688,967.55,0.000122,56.54679102999999,10000,0.8631288409233093,0.03768584132194519,-3.782135359942913,-0.026052389614051208,0.15,0.38725807424634695,0.222412109375
949,2502,5124096,5396,0.014842188,961.21,0.0001219488,56.098699649999986,10004,0.845212459564209,0.035942383110523224,-3.723354749381542,-0.02898066511261277,0.15,0.3145164018496871,0.2127685546875
949,2503,5126144,5399,0.01589807,955.16,0.0001218976,55.82820186,10008,0.700498104095459,0.07538552582263947,-3.5897570475935936,-0.01857077857130207,0.15,0.4647987289354205,0.2281494140625
949,2504,5128192,5401,0.021594778,951.76,0.0001218464,55.67444676,10012,0.8561222553253174,0.10007764399051666,-3.7271930128335953,-0.019829441720503382,0.15,0.43816156778484583,0.2991943359375
949,2505,5130240,5403,0.017268062,950.17,0.0001217952,55.602351660000004,10016,0.914301872253418,0.027815528213977814,-3.636376604437828,-0.020921897899825126,0.15,0.3668577619828284,0.2716064453125
949,2506,5132288,5405,0.015226929,950.17,0.00012174399999999999,55.602351660000004,10020,0.9508737921714783,-0.038264721632003784,-3.753379240632057,-0.03359679927234538,0.15,0.206883005797863,0.2362060546875
949,2507,5134336,5407,0.016610872,949.47,0.00012169279999999999,55.567545960000004,10024,0.8976244330406189,0.00902344286441803,-3.7995264902710915,-0.028013252915116027,0.15,0.2980139688588679,0.2501220703125
949,2508,5136384,5409,0.016870277,944.3,0.0001216416,55.14839709000001,10028,0.9138569831848145,0.015004366636276245,-3.7639665827155113,-0.028170357865747064,0.15,0.34293677704408765,0.2470703125
949,2509,5138432,5412,0.016759288,953.27,0.0001215904,55.78754381999999,10032,0.8819400668144226,-0.02400858700275421,-3.826667219400406,-0.026079519011545926,0.15,0.289305348880589,0.2373046875
949,2510,5140480,5414,0.016259488,953.27,0.00012153919999999999,55.78754381999999,10036,0.9085700511932373,0.04487781226634979,-3.77666188031435,-0.02562990039587021,0.15,0.3577344473451376,0.2169189453125
949,2511,5142528,5416,0.015476484,953.26,0.00012148800000000001,55.8478323,10040,0.8548166155815125,0.03671780228614807,-3.652002193033695,-0.026086458761710674,0.15,0.34468571934849024,0.2296142578125
949,2512,5144576,5418,0.018003237,942.35,0.00012143680000000001,55.249257070000006,10044,0.9448963403701782,-0.0052782148122787476,-3.8140780180692673,-0.03485633365926333,0.15,0.23013993725180626,0.2266845703125
949,2513,5146624,5420,0.015122188,943.1,0.00012138560000000002,55.27847976000001,10048,0.9380642175674438,-0.021715164184570312,-3.734947793185711,-0.030765161238377914,0.15,0.2546815420500934,0.2135009765625
949,2514,5148672,5423,0.017867412,940.94,0.00012133440000000002,55.00020355000001,10052,0.9556952714920044,-0.03396548330783844,-3.6519906744360924,-0.035335762542672455,0.15,0.18379799951799214,0.2471923828125
949,2515,5150720,5425,0.016411915,942.7,0.00012128320000000001,55.193332520000006,10056,0.9070393443107605,0.010318607091903687,-3.761124961078167,-0.022586669132579118,0.15,0.36789183178916574,0.2371826171875
949,2516,5152768,5427,0.016581286,942.7,0.00012123200000000001,55.193332520000006,10060,0.8983636498451233,-0.027265585958957672,-3.7886388301849365,-0.031074843485839665,0.15,0.21952054044231772,0.2291259765625
949,2517,5154816,5429,0.017446775,940.89,0.0001211808,55.05746699,10064,0.7873368263244629,0.026950381696224213,-3.6638538911938667,-0.030003463267348707,0.15,0.2901323242112994,0.2047119140625
949,2518,5156864,5431,0.015572142,940.89,0.0001211296,55.05746699,10068,0.9078717827796936,0.010426066815853119,-3.8204742074012756,-0.024981954658869654,0.15,0.29760735388845205,0.20458984375
949,2519,5158912,5434,0.015485326,948.36,0.00012107840000000001,55.680524219999995,10072,0.965686559677124,-0.040930651128292084,-3.9412304013967514,-0.033068133125198074,0.15,0.1541385925374925,0.2264404296875
949,2520,5160960,5436,0.017483097,952.39,0.0001210272,55.831241850000005,10076,0.9058216214179993,0.003319583833217621,-3.7401984184980392,-0.02564623995567672,0.15,0.3535033883526921,0.212890625
949,2521,5163008,5438,0.015001302,949.51,0.000120976,55.58586747000001,10080,0.9281480312347412,0.06762924790382385,-3.8866905495524406,-0.028824935856391676,0.15,0.3541927197948098,0.210693359375
949,2522,5165056,5440,0.016601974,949.29,0.0001209248,55.64721888000001,10084,0.8846677541732788,0.04111562669277191,-3.6242838725447655,-0.025936177873518318,0.15,0.2719749961979687,0.202392578125
949,2523,5167104,5442,0.0139815025,951.53,0.0001208736,55.84771766000001,10088,0.9108478426933289,0.03892204165458679,-3.78642725199461,-0.03058276409865357,0.15,0.27626706194132566,0.2020263671875
949,2524,5169152,5444,0.018610774,951.53,0.0001208224,55.84771766000001,10092,0.898167610168457,-0.012679405510425568,-3.7000088840723038,-0.027115001867059618,0.15,0.25616601714864373,0.2401123046875
949,2525,5171200,5447,0.018389253,940.07,0.0001207712,55.12147179000001,10096,0.9537336826324463,-0.008478313684463501,-3.7929404377937317,-0.033752063813153654,0.15,0.21414150251075625,0.2099609375
949,2526,5173248,5449,0.016738772,939.06,0.00012072,55.01804914,10100,0.918272852897644,0.05997893959283829,-3.7615165412425995,-0.026986327808117494,0.15,0.28839400969445705,0.2442626953125
949,2527,5175296,5451,0.019040897,951.09,0.00012066879999999999,56.000031090000014,10104,0.8814239501953125,-0.0012115314602851868,-3.694734290242195,-0.02413579504354857,0.15,0.2915067677386105,0.260009765625
949,2528,5177344,5453,0.019791368,950.34,0.00012061759999999999,55.97267401999999,10108,0.9216659665107727,0.01590804010629654,-3.7258651927113533,-0.023623441840754822,0.15,0.32433075830340385,0.2611083984375
949,2529,5179392,5455,0.014664941,950.69,0.0001205664,55.91851134999999,10112,0.9461385607719421,0.0008893013000488281,-3.8793018758296967,-0.028097343165427446,0.15,0.24734583962708712,0.2130126953125
949,2530,5181440,5457,0.023582485,952.2,0.0001205152,55.97183497,10116,0.8872517347335815,0.030306659638881683,-3.803271107375622,-0.029631802783114836,0.15,0.3120173215866089,0.272216796875
949,2531,5183488,5460,0.01798472,956.18,0.00012046399999999999,56.16985724,10120,0.89994215965271,0.0769868791103363,-3.8870740458369255,-0.026294622526620515,0.15,0.33141341572627425,0.23779296875
949,2532,5185536,5462,0.01643917,956.18,0.00012041279999999999,56.16985724,10124,0.9021607041358948,0.01760159432888031,-3.6544196903705597,-0.02245809795567766,0.15,0.3231857498176396,0.1875
949,2533,5187584,5464,0.019356284,956.18,0.00012036160000000001,56.16985724,10128,0.7993751764297485,-0.04321786016225815,-3.7824198603630066,-0.033454580829129554,0.15,0.2267970689572394,0.2308349609375
949,2534,5189632,5466,0.015194198,947.46,0.00012031040000000002,55.28454313,10132,0.9014473557472229,-0.021365374326705933,-3.600472204387188,-0.02845348004484549,0.15,0.21165627148002386,0.20849609375
949,2535,5191680,5468,0.015997922,951.94,0.00012025920000000002,55.5207293,10136,0.9197953343391418,0.016435012221336365,-3.8538160547614098,-0.02794692901079543,0.15,0.28969424264505506,0.2315673828125
949,2536,5193728,5470,0.018284574,945.85,0.00012020800000000001,55.135485179999996,10140,0.9315161108970642,0.024881981313228607,-3.844429038465023,-0.02347051196557004,0.15,0.27224325854331255,0.25390625
949,2537,5195776,5473,0.015853256,943.87,0.00012015680000000001,55.02522687,10144,0.8128715753555298,0.025021672248840332,-3.7567329555749893,-0.02342990893521346,0.15,0.31509208772331476,0.2435302734375
949,2538,5197824,5475,0.017900646,950.03,0.0001201056,55.41817197,10148,0.8960213661193848,0.018102429807186127,-3.708872728049755,-0.026501341199036688,0.15,0.2833000812679529,0.227783203125
949,2539,5199872,5477,0.013114193,946.76,0.00012005440000000001,55.22882658000001,10152,0.954341471195221,-0.015324458479881287,-3.7836895883083344,-0.029395037738140672,0.15,0.21782296989113092,0.18017578125
949,2540,5201920,5479,0.017330412,952.69,0.00012000320000000001,55.64635862,10156,0.9239596724510193,0.019154489040374756,-3.8510069996118546,-0.03219332025037147,0.15,0.2244851286523044,0.2138671875
949,2541,5203968,5481,0.013567309,950.96,0.000119952,55.61801982,10160,0.911030113697052,0.03522670269012451,-3.710922993719578,-0.02656879904679954,0.15,0.2849533399567008,0.212890625
949,2542,5206016,5484,0.01715643,958.19,0.0001199008,55.8411914,10164,0.9152671694755554,0.005334191024303436,-3.6052701249718666,-0.026739348424598575,0.15,0.23861917480826378,0.2274169921875
949,2543,5208064,5486,0.016401455,954.22,0.0001198496,55.58438201999999,10168,0.9204328060150146,0.023531824350357056,-3.7615115642547607,-0.02568579425860662,0.15,0.32001815224066377,0.2196044921875
949,2544,5210112,5488,0.01619066,947.85,0.00011979840000000001,55.17132750999999,10172,0.9040663242340088,0.06052127480506897,-3.832564763724804,-0.02026446457603015,0.15,0.3811848955228925,0.2418212890625
949,2545,5212160,5490,0.015823834,958.91,0.0001197472,55.89756819,10176,0.9544817209243774,-0.0071463435888290405,-3.931134507060051,-0.0290736199967796,0.15,0.2573255845345557,0.2423095703125
949,2546,5214208,5492,0.018571112,958.91,0.000119696,55.89756819,10180,0.9421122074127197,-0.04148709774017334,-3.77886663377285,-0.03146870150521863,0.15,0.2198812416754663,0.26953125
949,2547,5216256,5494,0.01793369,958.91,0.0001196448,55.89756819,10184,0.9264505505561829,-0.010883860290050507,-3.745705895125866,-0.03204523569729645,0.15,0.2329592197202146,0.2137451171875
949,2548,5218304,5497,0.014509376,957.38,0.00011959359999999999,55.477293409999994,10188,0.9132028818130493,-0.0138959139585495,-3.774188742041588,-0.021579258027486503,0.15,0.2798891202546656,0.2266845703125
949,2549,5220352,5499,0.016339783,960.64,0.00011954239999999999,55.71691087,10192,0.9401756525039673,0.017185933887958527,-3.6387647911906242,-0.027845965378219262,0.15,0.2015656982548535,0.2529296875
949,2550,5222400,5501,0.017976884,966.43,0.0001194912,56.01397942999999,10196,0.9268159866333008,-0.012256525456905365,-3.6950861662626266,-0.0322667149011977,0.15,0.24370190128684044,0.2379150390625
949,2551,5224448,5503,0.016259685,971.27,0.00011944,56.38449640999999,10200,0.9357857704162598,0.0014255568385124207,-3.6429965645074844,-0.02598134955042042,0.15,0.24721273640170693,0.21435546875
949,2552,5226496,5505,0.014695743,972.87,0.00011938879999999999,56.499440959999994,10204,0.9662867784500122,-0.0369391068816185,-3.70589816570282,-0.033373417012626305,0.15,0.17961687734350562,0.216064453125
949,2553,5228544,5508,0.013835771,970.7,0.00011933759999999999,56.23957328999999,10208,0.9500000476837158,0.0034292638301849365,-3.8223586305975914,-0.028429162353859283,0.15,0.2055604476481676,0.19677734375
949,2554,5230592,5510,0.016975025,973.75,0.00011928639999999998,56.45440056,10212,0.9642623662948608,-0.028016462922096252,-3.8462637811899185,-0.0314479871885851,0.15,0.19891812559217215,0.2122802734375
949,2555,5232640,5512,0.015228031,977.16,0.00011923520000000002,56.69457771,10216,0.9317849278450012,-0.027765676379203796,-3.6068409830331802,-0.03238919854629785,0.15,0.25255938339978456,0.2279052734375
949,2556,5234688,5514,0.019392125,977.16,0.00011918400000000002,56.69457771,10220,0.9049733281135559,-0.017240449786186218,-3.7395957708358765,-0.03554408875061199,0.15,0.21330110356211662,0.2469482421875
949,2557,5236736,5516,0.014905438,976.48,0.00011913280000000001,56.68973265,10224,0.9295923709869385,-0.021179109811782837,-3.7708655148744583,-0.027993724710540846,0.15,0.2238620943389833,0.187255859375
949,2558,5238784,5518,0.02338338,977.14,0.00011908160000000001,56.42833531,10228,0.9116322994232178,0.02966732531785965,-3.7947662100195885,-0.030310017726151273,0.15,0.34808768006041646,0.27099609375
